,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
ENSMUSG00000000001,4.855034773,4.979973271,4.939930485,5.415674072,5.367755856,5.365419699,5.221754303,4.865576625,4.90322474,5.290115295,4.729030698,5.26569464,4.874878696,5.458461928,4.928998489,4.928228502,5.082825095,4.738610094,4.886817848,4.522450946,5.001087646,5.275531037,5.003824019,4.854280663,4.450254758,4.821785148,5.080575065,5.244977718
ENSMUSG00000000028,4.887824709,4.780664463,4.439032249,4.619207466,4.547305276,4.586018838,4.630717288,4.567495272,4.708408563,4.949078377,3.968701111,4.731870989,4.975572696,3.472961498,4.519354249,4.366349614,4.396933686,4.489250625,3.646990833,3.504963519,4.408511961,4.561835222,4.070938215,4.321157094,3.75588104,4.413320303,4.680037136,4.524360118
ENSMUSG00000000056,5.098591805,5.182281446,5.629975032,4.401027296,5.058805615,5.390294368,5.761564768,5.931378683,5.609493537,5.880131024,5.409273702,5.295138418,5.794460014,5.398960916,4.643089617,5.234559742,5.564533634,5.065110919,5.493281418,6.023928461,5.350095275,5.344243787,5.851820926,5.848404096,5.340843541,5.550823827,5.39373295,5.632000842
ENSMUSG00000000058,3.769643282,4.463182273,4.202964891,4.71705479,4.547305276,4.709754207,4.701975971,4.519400984,4.355736945,4.650997024,3.968701111,4.932568339,4.942782761,4.711748357,4.896208554,4.27171274,4.478233788,3.80572429,4.282226541,4.337236074,4.698018578,4.114376245,4.220315839,4.653233144,3.99688914,4.740485046,4.473586258,3.929201851
ENSMUSG00000000078,5.974333702,6.003056884,6.905868649,6.493676584,6.570145252,6.396446595,6.774019766,6.972148289,6.763821683,6.621126495,6.266880603,6.400491418,6.644497508,6.451157127,6.317451203,6.202850882,6.225047168,6.074213126,6.345067414,6.610935888,6.138591169,5.998352449,6.720031053,6.663310216,5.551950155,6.496146734,6.185928065,6.627278431
ENSMUSG00000000085,5.354605783,5.496096896,5.014892543,5.606496415,5.958500709,4.962873144,5.292720825,5.351003452,5.388651567,5.095299118,5.068236785,4.969562546,5.394657028,5.597289633,5.082621678,5.737797845,5.468318319,5.300488982,5.368526387,5.366580035,5.251411,5.251879769,5.366394098,5.458660617,5.709230947,5.944843545,5.4624457,5.740935213
ENSMUSG00000000088,8.550363078,8.291001298,8.589162708,8.30398684,8.165143933,8.629760302,8.388982678,8.458531916,8.265583883,8.538841864,8.545050481,8.50970285,8.734656696,8.423429912,8.588974344,8.041914664,8.249858923,8.598958104,8.235785196,8.326076366,8.594881713,8.656071292,8.623851787,8.248272717,8.725228313,8.051920767,8.502427386,8.42853888
ENSMUSG00000000127,4.678877818,4.707601001,4.593754844,4.976142011,5.101240881,4.628454105,4.701975971,5.04614887,4.399458322,4.553149701,4.953904109,5.005631801,4.942782761,4.895194498,4.896208554,5.157254016,4.697800165,4.594220185,4.535345478,4.992901566,4.264122051,4.482763651,5.083994368,4.598266685,4.794700289,4.89874713,5.271397407,4.944468607
ENSMUSG00000000131,6.461939827,6.57524078,6.333163614,6.675060701,6.492562311,6.371678689,6.541255661,6.619751509,6.457490443,6.312716724,6.180539754,6.427333031,6.077268093,6.705622255,6.458889607,6.42798868,6.443227338,6.195958399,6.257308908,6.561039444,6.295418182,6.487834641,6.261122055,6.485413345,6.478347065,6.637585139,6.445571882,6.175512899
ENSMUSG00000000134,5.863302389,5.31117918,5.505527661,5.752101737,5.887534188,5.699838738,5.675664694,5.294969417,5.431401214,5.406760214,5.513862604,5.536146518,5.830756143,5.42901815,5.613136395,5.737797845,5.468318319,5.419541654,5.623783442,5.385816254,5.464655039,5.366439533,5.638306656,5.443147618,5.392373842,5.729992672,5.570159518,5.493554072
ENSMUSG00000000142,4.193450991,4.273704474,3.996514014,3.995770818,4.607426268,3.377910643,3.881525392,3.994309939,4.114728845,4.334969531,4.236634316,4.092046553,3.544233384,4.443815152,3.662718424,4.170429404,4.069768942,4.118882176,3.925291996,3.504963519,4.660050728,3.824869628,4.122468516,3.889046081,3.75588104,4.654328402,3.736620664,4.351892922
ENSMUSG00000000148,4.751941281,5.07017108,4.265700647,4.619207466,5.058805615,3.946194403,4.666786543,3.994309939,4.63714988,4.274848539,4.582809957,4.023333803,4.227759719,4.255370063,4.181185513,4.497594148,4.628259232,3.890613188,4.321220672,4.556802451,4.77108204,4.399105722,3.904288346,4.541122777,4.278302075,4.562697927,4.791068448,4.714463002
ENSMUSG00000000149,5.126336795,4.850205396,5.340468415,4.763597376,5.296497172,4.929320584,4.896792148,5.04614887,4.708408563,5.996384092,5.068236785,5.204940609,4.766625806,5.42901815,5.508547494,4.928228502,5.654731443,4.783697984,5.387022731,4.717267123,5.199416362,6.371935521,6.01067769,4.806583921,4.917035832,5.041351525,5.885846673,5.088858517
ENSMUSG00000000167,2.660018791,3.726216679,2.798574636,3.430173642,2.693156142,2.607392489,2.97079273,3.391645436,3.287565442,3.364115877,3.108878769,3.523762793,2.747766778,4.38369416,3.738667277,3.143957193,3.645961234,3.009257684,3.584255078,3.702000366,3.075088227,3.824869628,3.781431598,4.020290614,2.366838749,3.5861569,3.095074635,3.660015218
ENSMUSG00000000168,6.536212589,6.446439009,6.845538115,6.650503597,6.643768115,6.704804991,6.60770731,6.708220297,6.528125986,6.596776633,6.488417587,6.769069607,6.733458942,6.668309096,6.638140401,6.471218732,6.473284572,6.522881403,6.514466748,6.5354288,6.491927969,6.812796796,6.736661728,6.447041534,6.636299424,6.508477536,6.554506253,6.608232676
ENSMUSG00000000171,5.895907055,5.452041715,5.930280315,5.70518069,5.592629266,5.954557876,5.693258754,5.456936897,5.895611556,5.775542122,5.737695559,5.825653135,5.883543557,5.543350826,6.045722095,5.234559742,5.601292184,5.475575689,5.757737899,5.694305975,6.008660865,6.012496631,5.724206729,5.725547349,6.013440316,5.373427576,5.670386965,5.758317291
ENSMUSG00000000184,7.196726123,7.102592558,7.073055569,7.266097716,7.372094791,7.910098604,7.085159755,7.291393963,7.341797754,7.624141533,7.251836723,7.348776382,6.743013248,7.356582314,6.743283905,7.753204346,7.204288608,7.415966199,7.516568271,7.299696357,7.516040425,7.143588166,7.156857241,6.964334208,7.568845931,7.662627726,6.970854698,7.132836214
ENSMUSG00000000194,5.400775964,5.924630237,5.369323278,5.797544708,5.679216951,5.34010861,5.382218976,5.206613543,5.431401214,5.540438649,5.493542619,5.560599562,5.44235377,5.458461928,5.819587272,5.737797845,5.772225006,5.921201508,5.853953214,5.769463334,5.832111474,5.750869047,5.707431016,5.917390707,5.89933383,5.550823827,5.918823995,5.792465514
ENSMUSG00000000197,5.688215683,6.435167897,5.787927392,5.728831958,5.812895387,6.22728878,6.166140328,6.199000359,5.84906897,5.939428207,5.976043086,6.083634313,5.934467493,6.028777653,5.871117573,6.025694311,6.009508418,6.05595092,5.893301882,5.754741829,5.849084552,5.716720824,5.926203122,6.154940141,6.188840447,6.239290903,5.918823995,6.122805848
ENSMUSG00000000202,4.08451662,2.688741973,3.234673751,4.071719671,4.037110544,3.474125958,3.753201295,3.8462113,3.690921136,3.578240682,3.711543272,2.913709312,3.857391269,3.221422731,3.407461369,4.003779535,3.960834571,4.542689884,3.925291996,3.573676269,4.497321228,3.190997527,3.57498072,3.269318162,3.857164376,3.275816779,3.405414755,3.232593994
ENSMUSG00000000223,5.153558264,4.9486091,4.593754844,4.619207466,5.182540983,4.786716189,4.435460997,4.903544475,4.872527943,4.212112783,4.081911722,4.894600489,4.608363722,4.851473121,4.384002396,4.832013187,4.796203869,4.04673239,4.432251985,5.066274752,4.698018578,4.63679728,4.947789984,4.988581754,5.154430417,5.10769402,4.718004986,5.088858517
ENSMUSG00000000247,7.260714218,6.161913649,7.037541282,7.076336299,7.177591767,6.591392011,6.440678706,6.619751509,6.316362706,7.308974322,7.064797701,6.359268756,6.714158386,6.436435622,6.060595372,6.669840461,6.760084443,6.832792533,6.373172752,6.464824129,7.027421793,6.828871559,7.235022338,6.454797978,6.629157355,6.76638691,6.675220119,6.287502335
ENSMUSG00000000253,5.611763622,4.850205396,5.250270606,4.567677166,5.015084237,4.402572697,4.47668366,4.745282391,5.153548094,5.228054327,5.224355987,4.932568339,5.51106652,4.610465022,4.992423869,3.880922787,4.517227919,5.204273667,5.081086669,4.297158634,5.464655039,5.074483518,4.017498956,4.653233144,4.893384564,4.186549441,4.754999193,4.91377181
ENSMUSG00000000266,3.769643282,3.867079215,3.354967985,3.830711572,3.51627838,4.011782744,4.209579589,3.8462113,4.166259146,4.212112783,3.968701111,3.523762793,3.454035575,4.114507527,3.311246053,4.003779535,4.396933686,3.009257684,2.950382977,3.101607825,3.716634256,4.005441874,3.147559497,3.693125871,4.124268446,4.058225344,3.095074635,3.866466095
ENSMUSG00000000276,6.186878337,6.479733449,6.288540623,6.393647766,6.172625514,6.307832207,6.321289977,6.273382555,6.304912685,6.297688515,6.548748121,6.400491418,6.220938454,6.028777653,5.984646519,6.42798868,6.359871592,6.338758999,6.185159123,6.218873877,5.962613498,6.107803591,6.128782289,6.004523298,6.21769531,6.209389417,6.199411295,6.263356248
ENSMUSG00000000278,3.903944374,3.650267826,3.354967985,3.309879408,4.278118643,4.134639492,3.999361882,4.251467778,3.759633886,3.674455997,4.081911722,4.023333803,3.92610402,3.873499427,3.582548075,3.746621696,3.842998081,3.405186361,4.069681905,3.980301529,3.560515054,4.263753869,4.017498956,4.178552698,3.589231171,4.246670433,4.232578159,4.257256048
ENSMUSG00000000282,5.445514279,5.155059978,4.977898336,4.668960502,5.101240881,5.11984249,5.013437067,5.011797366,5.552537652,5.024040435,5.068236785,5.04082123,5.069694873,5.458461928,5.395779564,5.130536677,5.183226992,4.95115473,5.169217579,4.776768135,5.251411,5.203381251,4.398102958,4.922993413,4.963206013,5.550823827,5.439903132,5.142797324
ENSMUSG00000000295,5.153558264,4.780664463,4.939930485,4.808685265,5.296497172,5.365419699,4.769880036,5.112491365,4.962725752,5.290115295,5.068236785,5.323993281,5.214084783,5.132886056,5.221449383,5.444352126,5.082825095,4.95115473,4.962766701,5.266352587,5.117732564,5.019517059,4.947789984,4.854280663,5.093462399,4.654328402,4.990377256,5.22010305
ENSMUSG00000000296,4.026801122,4.168734915,4.325821639,4.071719671,4.121999441,5.027724288,4.304216464,4.786505054,4.310649055,4.553149701,4.13535098,4.157634895,4.172264607,4.895194498,3.582548075,4.411437504,3.645961234,3.009257684,4.39618273,4.522450946,3.640685403,3.618418751,4.266858425,4.419560798,4.632732809,4.609240513,4.428498369,4.207503013
ENSMUSG00000000305,6.360458509,6.267362947,6.042028673,5.841599888,5.296497172,5.414747411,5.842636378,6.120573712,5.833215019,5.797075284,6.019327184,5.173576438,5.44235377,5.771619813,6.823952465,6.289936499,6.114957716,6.536117231,6.086755419,5.895604364,6.067856658,5.366439533,5.740789613,5.836578661,6.570711083,5.502325309,5.165463963,5.758317291
ENSMUSG00000000308,8.364832525,8.529602699,8.52007597,8.017538633,8.006736895,8.332106953,8.356223767,8.598207629,8.365414858,8.329438425,8.312543982,8.490740539,8.472819051,8.50682495,8.504473999,8.125471622,8.100586534,8.511199598,8.457630831,8.580996956,8.722402737,8.340043799,8.338065375,8.492024725,8.263387401,8.043471577,8.444156781,8.364716963
ENSMUSG00000000325,4.855034773,5.127314987,4.641849132,4.619207466,4.825606438,5.027724288,5.121352406,5.175916745,4.962725752,4.910084246,4.829724698,5.204940609,4.839689268,5.458461928,5.298755109,5.331584196,5.108588191,4.64397322,4.937892033,4.747324357,4.840622973,5.101200856,4.889491344,4.757256208,4.844886046,5.373427576,4.791068448,5.116079985
ENSMUSG00000000326,7.156925115,7.081059396,7.206966822,7.225109305,7.226336101,7.181707746,7.15030378,7.305642919,7.225152835,7.255535064,7.293570481,7.254496434,7.10346561,7.119124155,7.620683204,6.892895429,7.105392852,7.273082825,7.412074103,7.268945032,7.121230009,6.994794629,7.04112256,6.942433294,7.17664515,7.342767023,7.112996543,6.925359784
ENSMUSG00000000339,6.472787209,6.353703796,6.432210984,6.393647766,6.069532021,6.782024493,6.298480094,6.596759866,6.108156191,6.64507219,6.49864951,6.554525047,6.459841197,6.2128096,6.628190741,6.137262541,6.177152478,6.468689303,6.267327664,6.526789882,6.702695065,6.566636208,6.295203051,6.375290531,6.563235962,6.16334205,6.364107781,6.627278431
ENSMUSG00000000340,5.07030276,4.979973271,4.977898336,5.325476263,5.101240881,4.995663079,5.013437067,4.469647948,4.708408563,5.024040435,5.224355987,5.323993281,5.007633905,5.018929867,4.181185513,4.764109122,5.108588191,4.990148861,5.081086669,4.556802451,5.031144879,4.742407468,5.003824019,4.900450844,4.794700289,5.074904085,4.718004986,5.169028865
ENSMUSG00000000346,6.834156044,6.457622748,6.855770038,7.157004859,6.600046738,6.916534429,6.790460913,6.926776781,6.721386417,6.895185369,6.825666481,6.880100919,6.904980728,6.729972116,6.875329824,6.844396911,6.792234967,6.76695472,6.650822695,6.95798315,7.10718907,7.194103438,7.074213347,6.827645536,6.890400705,6.508477536,6.813162219,6.948260186
ENSMUSG00000000355,6.428899565,6.305000605,6.418470927,6.534510302,6.231121164,6.396446595,6.419693681,6.500944079,6.293371064,6.413746644,6.180539754,6.810440041,6.644497508,6.508585408,6.354131866,6.533727934,6.412530541,6.412381862,6.185159123,6.118955069,6.344121373,6.159565019,6.283931938,6.035887469,6.454301591,6.432860489,6.533367486,6.549538681
ENSMUSG00000000374,6.276277422,5.98770892,6.242493255,6.547868685,6.172625514,6.514283085,6.37678509,6.525501183,6.209886078,6.187865237,6.508809376,6.11699291,6.179319364,5.905920905,6.329782005,6.082556648,6.063196289,6.127652385,6.185159123,6.153036064,6.053283857,6.327369969,6.306386789,5.788283104,6.013440316,5.962877467,5.998112905,5.921507459
ENSMUSG00000000378,4.601915837,3.726216679,4.068663799,3.915600469,4.607426268,4.586018838,3.536389906,4.469647948,4.52319369,4.392685029,4.026416609,4.688149611,4.608363722,3.873499427,4.384002396,3.247050686,3.842998081,4.542689884,4.467441413,4.169779328,4.313875087,4.399105722,3.844167353,4.354709653,4.893384564,3.489941584,4.005807297,4.440702189
ENSMUSG00000000384,5.01200412,5.698202303,5.605929558,4.976142011,5.182540983,5.178141131,5.221754303,5.482247985,5.410184729,5.565749738,5.224355987,5.075172734,5.370203984,4.895194498,5.167510576,4.928228502,5.835303689,5.63169489,5.654644406,5.46029447,5.464655039,5.074483518,5.449449838,5.712666057,5.566978364,5.574475095,5.137718972,5.340397284
ENSMUSG00000000399,7.190168407,7.231977349,7.482601264,7.094656482,7.137374667,7.355980003,7.284038582,7.217958516,7.163091867,7.216114714,7.19634161,7.306026734,7.568617543,7.217122593,7.301887999,7.057954675,7.313548791,7.357519927,7.049504023,7.104513556,7.500010315,7.58331495,7.292393517,7.20408779,7.17173802,6.912731359,7.465238915,7.354752577
ENSMUSG00000000416,6.636092952,7.014461648,7.206966822,6.941135561,6.844465466,6.623217456,6.915651176,7.124597968,6.944393929,6.813016828,6.436140308,6.529967943,6.694596119,6.680854349,6.761604088,6.724460046,6.831441049,6.65007342,6.703426779,6.773120358,6.481080587,6.641355562,6.922573699,7.079184303,6.86630503,7.17499241,6.847823226,6.909888375
ENSMUSG00000000420,5.206507144,4.916547891,5.280967403,5.631807503,5.259502965,5.414747411,5.424968623,5.266114554,4.991580614,5.349616307,5.47293234,5.407248785,5.46562355,5.368264119,5.139765585,5.568978781,5.545797072,4.869854628,5.349789824,5.42353592,5.326049801,5.552185052,5.387610584,5.206386906,5.250645732,5.261317209,5.439903132,5.293476236
ENSMUSG00000000439,4.434459091,4.418094384,3.234673751,4.143869457,4.278118643,4.0745185,4.054856995,3.8462113,3.948078976,3.764653806,4.284728605,2.913709312,3.35782026,4.255370063,3.738667277,3.815334446,4.171052278,4.489250625,3.975045031,3.875331969,3.857496792,3.190997527,4.172221551,4.25161616,4.040610517,3.989512594,4.381955783,3.989322843
ENSMUSG00000000441,4.294734327,4.168734915,3.354967985,3.830711572,3.850697419,3.564323767,4.108296254,3.590954245,3.759633886,3.578240682,4.236634316,3.523762793,3.709292631,4.610465022,3.738667277,4.411437504,4.310777042,3.80572429,3.707111826,3.639264611,4.212591751,4.310296455,3.499031867,3.794409207,4.040610517,4.464850604,4.473586258,3.419007118
ENSMUSG00000000489,5.778413492,5.517630057,4.819636252,5.775002139,5.838206475,5.390294368,5.19730126,5.404942259,5.322053818,5.195993118,5.592396006,5.407248785,5.26802359,5.840332563,6.000159518,5.487101774,5.583029978,5.703844676,5.441130136,5.180834516,5.832111474,5.590404374,4.947789984,5.071637494,5.392373842,5.85112911,5.951064332,5.169028865
ENSMUSG00000000530,2.8044087,1.900246079,2.959039308,2.693208048,3.946912735,3.043491604,3.456219557,2.724220776,2.977225321,3.364115877,4.13535098,3.523762793,2.747766778,3.58399281,3.097121248,3.247050686,3.417692246,3.284892127,3.221684999,2.902299017,3.560515054,3.887605383,3.844167353,3.121219523,3.95180125,3.386848092,3.206105947,3.018469189
ENSMUSG00000000531,5.377875562,5.429499147,5.369323278,5.554501777,5.592629266,5.617961731,5.826782427,5.91288234,5.833215019,4.69753961,5.224355987,5.26569464,4.942782761,5.623521174,6.996296878,5.755391905,5.386441312,5.170721107,5.592247869,5.922198574,5.630904382,5.203381251,4.85943411,5.130934678,5.801069814,5.426376456,5.7641014,5.514164351
ENSMUSG00000000532,5.53103235,5.892025572,5.72233905,5.356173061,5.531875235,5.11984249,6.166140328,5.855926455,5.940699445,5.686043972,5.837807044,5.941906204,5.69951161,5.884387743,5.530080655,5.806922206,5.637137383,6.018718014,5.853953214,5.986615303,5.762148915,5.733895968,5.408519574,5.928574445,5.596573146,5.526778353,5.885846673,6.054093098
ENSMUSG00000000538,7.28553539,7.116771493,7.001130642,7.241644673,6.869233371,7.374798031,7.329751556,7.319752518,7.267059786,6.972925119,7.257873113,7.390295651,7.175796298,7.308885572,7.295615402,7.218792426,7.279931075,7.166471634,7.219106455,7.359299809,7.241803672,7.224800235,7.336702414,7.344308058,7.146948835,7.286596618,7.216090036,7.165775887
ENSMUSG00000000552,4.787130709,4.222174174,4.544001809,5.015136143,4.875359474,4.628454105,4.108296254,4.418117648,4.63714988,4.392685029,4.923846875,4.855606357,5.007633905,3.873499427,4.475632871,3.247050686,3.714673984,4.187594926,4.39618273,4.556802451,4.497321228,4.310296455,3.962003843,4.354709653,4.688766844,4.123813686,4.333861494,4.257256048
ENSMUSG00000000560,8.277824548,8.309637015,8.494110004,7.503993875,8.395728448,8.132798145,8.353459983,8.231082538,8.132650753,7.711781533,8.37774562,7.599472453,8.399196188,8.404644555,7.974865498,8.585056989,7.192291075,7.943724524,8.283461196,8.427022096,8.520020276,7.769728074,7.883903105,8.586841078,8.190054326,7.901087268,6.813162219,7.000321842
ENSMUSG00000000561,5.650496017,5.753697415,5.605929558,5.606496415,5.500511065,5.739098168,5.675664694,5.836430279,5.880263591,5.590624406,5.409273702,5.584645036,5.830756143,5.304838739,5.273444021,5.701952646,5.507577749,5.703844676,5.729026602,5.615017065,5.591103374,5.552185052,6.024288122,5.605253115,5.722714176,5.620645276,5.296708496,5.905994459
ENSMUSG00000000562,3.903944374,3.932667556,3.840394812,3.995770818,4.037110544,3.377910643,3.612338759,3.280614124,3.825222228,3.475147189,3.908580119,4.33820714,3.143695455,4.038558674,3.582548075,3.880922787,4.265689152,3.619311166,4.114769795,3.432813734,3.716634256,2.580944045,3.904288346,3.794409207,3.905258664,4.304385931,3.206105947,3.503896016
ENSMUSG00000000563,8.131480099,7.942651645,8.305436399,7.958744961,7.783879313,8.183487752,7.894892616,8.253306778,7.843144136,8.057881589,8.222813822,8.191302607,8.256395587,8.093547908,8.073484884,7.740008872,7.837231137,8.129836632,7.730837896,8.013144786,8.08407701,8.045543532,8.029359111,7.674978524,7.975929521,7.62914007,8.052989233,8.224799837
ENSMUSG00000000567,5.631259798,5.474237462,6.194927572,6.237528564,6.00394368,5.758334387,6.07512939,5.755699007,5.940699445,6.534040878,5.788619495,5.485960761,6.107169579,5.64928427,5.836969351,5.646457534,6.049960461,5.63169489,5.510254497,5.46029447,6.053283857,5.984068223,6.424004822,5.738314645,5.625573018,5.962877467,5.708606288,6.02566469
ENSMUSG00000000568,7.470083,7.432336306,7.578390535,7.684162908,7.439799651,7.368552588,7.543682398,7.472808289,7.475476189,7.465093524,7.39016488,7.469912819,7.491361111,7.567197568,7.314351964,7.571464044,7.460836738,7.51287423,7.533271149,7.339704329,7.30467615,7.459721005,7.325752114,7.231438278,7.390263095,7.356474442,7.653342269,7.480521507
ENSMUSG00000000581,6.199993837,6.003056884,6.485898854,6.286163339,6.069532021,6.346478135,6.409085581,6.302093851,6.383217681,6.235959525,6.662330297,6.554525047,6.412728601,6.563814928,6.503113608,6.17697225,6.063196289,6.092247049,6.131320971,6.229560556,6.367869976,6.17222032,6.413699813,6.08669184,5.968874763,5.980688744,6.616125372,6.435308931
ENSMUSG00000000594,6.692862048,6.24171436,6.635924298,6.662834399,6.793616324,6.359133436,6.37678509,6.398309167,6.281736363,6.854686007,6.577992941,6.440568858,6.571301627,6.263733536,6.51396099,6.17697225,6.522028906,6.721332103,6.400741012,6.175317511,6.748644651,6.721033817,6.900603299,6.358849384,6.404973878,6.406747649,6.606036554,6.311250938
ENSMUSG00000000600,7.122897711,7.667226653,7.116253258,7.157004859,7.504469078,7.015784675,7.248777477,7.0588227,7.200647871,6.823547495,7.036985851,6.974120828,7.042871085,7.372137128,6.972901311,7.397498313,7.302429699,6.843479212,7.026092637,6.802047543,6.766622392,7.043822965,6.870779083,7.267117254,6.937417332,7.474310933,7.175732298,7.057607583
ENSMUSG00000000605,8.287072625,8.111470709,8.349547709,8.2477969,8.119420897,8.431321636,8.265045866,8.15048553,8.161505616,8.114722382,8.017549371,8.241321045,8.315222561,8.112193661,8.38547981,8.220376935,7.959065478,8.151499127,8.217815452,8.228229042,8.26885997,8.268181581,8.139765339,8.129723855,8.348473982,8.113760021,8.030534383,8.25572696
ENSMUSG00000000627,4.389371201,4.418094384,4.593754844,4.514237907,4.484569521,4.586018838,4.304216464,4.364678389,4.562187822,4.392685029,4.69384127,4.774306255,4.227759719,4.851473121,4.1256904,4.617888381,4.438156348,4.253183267,4.778902509,4.655206155,4.212591751,4.114376245,4.556365042,5.03070723,4.86933909,5.201816198,4.123643787,4.974525841
ENSMUSG00000000631,6.891871542,6.758227074,6.682655349,6.734684684,6.975709999,6.864225556,6.749001306,6.7505001,7.044175565,6.780955619,6.671403881,6.74793084,6.704410409,6.729972116,7.011685771,6.892895429,6.776249263,6.755683608,6.857273572,6.690443335,6.8363735,7.029984058,6.651522275,6.857209994,7.016180478,7.070752442,6.795514353,6.779754462
ENSMUSG00000000632,7.369193319,7.326510833,7.449204054,7.103730066,7.167642107,6.933557577,7.181804923,6.7505001,6.951754634,7.700399265,7.470335228,7.313240225,7.64704419,7.062724985,7.50038897,6.947490404,7.425400341,7.813898222,7.299416302,7.226896299,7.176065875,7.341445154,7.600191283,7.452862773,7.777037692,7.119800623,7.492877597,7.526897841
ENSMUSG00000000708,3.769643282,3.298795455,3.103429218,3.740513763,3.51627838,3.043491604,2.97079273,2.884685448,2.977225321,4.005661906,3.845844363,3.4206693,3.454035575,3.958388325,3.311246053,3.143957193,4.592189977,3.516217673,3.136796101,3.35686488,3.385428348,4.672866535,3.418861518,2.555622347,3.332073331,3.989512594,4.005807297,3.660015218
ENSMUSG00000000711,5.706712027,5.90842001,6.111991231,5.656682172,5.40210736,5.699838738,5.977988231,5.602542219,5.925826169,6.154887915,6.061350399,6.386880987,5.883543557,6.141988263,5.652937403,5.823697919,6.152595374,6.195958399,6.017214485,6.292069758,5.707356443,5.955068351,6.283931938,6.135767832,5.934523259,5.831632934,5.852097881,6.039948916
ENSMUSG00000000738,5.706712027,5.474237462,5.629975032,5.161356884,5.592629266,4.929320584,4.985148023,4.903544475,5.609493537,5.259418498,5.296505772,5.323993281,5.44235377,5.168955311,5.247680925,5.047281174,4.731352725,5.065110919,5.034916487,5.180834516,5.397016322,5.512925622,5.255362786,4.900450844,5.358225619,5.041351525,4.894161941,5.116079985
ENSMUSG00000000739,4.434459091,4.113239802,3.665308105,3.995770818,4.547305276,3.474125958,3.818789636,4.063022689,4.310649055,4.077811692,4.37635908,4.33820714,3.254726767,4.038558674,3.497659178,4.57889425,4.796203869,4.489250625,4.242149101,3.928771228,4.539756494,4.165906546,4.439325621,4.541122777,4.124268446,4.609240513,4.894161941,3.989322843
ENSMUSG00000000740,6.324980614,6.446439009,6.273354219,6.437369143,5.43565992,6.082172072,6.365855529,6.071386162,6.121271691,7.471803746,7.299435103,6.860538653,6.107169579,6.086493151,5.968964896,6.32570763,7.480702043,7.437287204,7.416582528,7.388202847,6.379599269,6.221759781,7.416282974,7.603509677,7.460350635,7.151596842,6.387856384,6.646076027
ENSMUSG00000000743,5.01200412,5.208998785,5.218906435,4.936064572,4.923453762,4.962873144,5.526608885,5.144552574,5.513278222,5.919932032,5.148407133,5.108725294,5.597871348,5.168955311,5.221449383,4.988982533,5.601292184,5.581509133,5.623783442,5.46029447,5.301596757,5.627637281,5.366394098,5.504223195,5.722714176,5.750901662,5.321583165,5.088858517
ENSMUSG00000000751,5.571962614,5.359677697,5.870983132,5.631807503,5.367755856,5.234175166,5.639819495,5.378224921,5.252232369,5.61507745,5.513862604,5.6992048,5.618780338,5.057923998,5.530080655,5.234559742,5.158773949,5.656147934,5.349789824,5.266352587,5.832111474,5.645899487,5.690457938,5.206386906,5.458337104,5.426376456,5.902429557,5.363297686
ENSMUSG00000000753,4.140011732,3.08467065,4.13737655,3.740513763,4.037110544,4.301289361,3.612338759,3.280614124,3.462652148,4.448180141,4.503738386,2.913709312,3.92610402,3.472961498,3.582548075,3.032925881,4.219146567,4.118882176,2.484719405,3.191805634,4.806271469,5.101200856,4.889491344,3.269318162,4.31437133,3.917362808,4.1791389,3.129500501
ENSMUSG00000000759,5.206507144,4.850205396,4.688391718,5.0900982,4.825606438,4.929320584,5.221754303,4.659125747,5.388651567,5.320172529,5.24880903,5.108725294,4.803620013,4.978852428,4.82830449,5.259434411,5.108588191,5.170721107,4.833868968,5.15863877,4.874175533,4.932929374,5.159943221,4.967048593,5.114072679,5.318461117,5.080575065,5.116079985
ENSMUSG00000000776,4.389371201,4.50690365,4.688391718,5.161356884,5.101240881,4.352819662,4.802669971,4.940538682,4.809102562,3.929713053,4.186881281,4.596519136,4.689663824,5.057923998,4.335908108,4.221959705,4.517227919,4.594220185,4.721758602,4.747324357,4.539756494,4.63679728,4.398102958,4.481621766,4.482315967,4.123813686,4.559742902,4.440702189
ENSMUSG00000000787,8.114263963,7.822357411,7.975554395,8.154823914,7.914557361,8.121700436,8.046325361,8.197090769,8.076520526,8.110428643,8.238161786,8.222287853,7.989687225,8.055517501,7.839127459,7.968385629,8.175629844,8.076479733,8.102230599,8.171165868,8.066043087,8.076167926,8.120885745,7.893333439,8.122997909,7.843848884,8.326199793,8.137825366
