,5132_kneaddata_Abundance,5145_kneaddata_Abundance,5188_kneaddata_Abundance,5210_kneaddata_Abundance,5401_kneaddata_Abundance,5406_kneaddata_Abundance,5409_kneaddata_Abundance,5411_kneaddata_Abundance,5414_kneaddata_Abundance,5136_kneaddata_Abundance,5140_kneaddata_Abundance,5141_kneaddata_Abundance,5192_kneaddata_Abundance,5194_kneaddata_Abundance,5403_kneaddata_Abundance,5404_kneaddata_Abundance,193_kneaddata_Abundance,179_kneaddata_Abundance,180_kneaddata_Abundance,181_kneaddata_Abundance,183_kneaddata_Abundance,184_kneaddata_Abundance,189_kneaddata_Abundance,190_kneaddata_Abundance,176_kneaddata_Abundance,185_kneaddata_Abundance,981_kneaddata_Abundance,984_kneaddata_Abundance
ENSMUSG00000050108,3.966680129,3.995403312,3.996514014,4.340906304,4.20216979,3.27481715,3.456219557,3.994309939,4.264106469,2.9681872,3.563444633,3.523762793,3.544233384,3.783301618,3.810817063,4.455158881,4.517227919,3.715526481,3.764827324,3.639264611,3.385428348,3.824869628,2.933434691,4.419560798,4.417464822,4.935741338,4.473586258,3.584066364
ENSMUSG00000050121,2.935653234,3.39501077,2.798574636,3.740513763,4.923453762,4.011782744,2.233827136,2.337197652,2.977225321,5.406760214,4.37635908,4.157634895,2.892156688,3.958388325,3.407461369,3.343266001,5.386441312,3.009257684,2.736258172,2.05430211,3.385428348,6.860493538,5.911630321,3.693125871,4.203340017,4.246670433,5.39373295,3.584066364
ENSMUSG00000050132,4.193450991,4.979973271,4.593754844,4.401027296,4.484569521,4.748748338,4.896792148,4.702847125,4.90322474,5.129650623,4.893150078,4.157634895,4.332729279,3.873499427,5.082621678,4.497594148,5.183226992,4.692067508,4.962766701,4.590355011,4.806271469,4.355384345,4.47940306,4.706182024,4.632732809,4.562697927,4.381955783,4.74965243
ENSMUSG00000050144,7.052336214,6.936669487,6.905868649,7.029491436,6.975709999,7.108644284,7.20651979,7.041899397,6.973614068,7.082203461,7.19634161,7.306026734,7.05058605,7.128313326,7.660279378,6.992696036,7.130759572,6.936255853,7.26482949,7.263755476,7.182776096,7.266707187,7.314718064,7.319033922,7.027089377,7.198014628,7.41411445,7.210663354
ENSMUSG00000050148,7.554198335,7.70525706,7.578390535,7.672013826,7.551137138,7.825991337,7.708479491,7.773749046,7.630285338,7.581346593,7.650907474,7.662961279,7.711727559,7.792001313,7.79088696,7.704219253,7.495423549,7.506164008,7.61007137,7.378632695,7.347111416,7.385584583,7.320245638,7.487305404,7.423669972,7.617802526,7.603503287,7.629641569
ENSMUSG00000050164,5.467373713,5.040727302,4.544001809,4.852406643,4.875359474,4.929320584,4.349304353,4.469647948,4.483116251,4.334969531,5.573159787,5.005631801,4.522207078,4.806385231,5.464492314,4.864803122,5.082825095,5.419541654,4.432251985,4.451192263,5.442459293,5.298800816,4.664617933,4.757256208,5.863264576,3.761243606,5.370081682,5.142797324
ENSMUSG00000050188,3.541374295,3.485208579,2.959039308,2.873780293,3.850697419,2.426820244,3.371330659,2.724220776,3.542822497,3.364115877,2.877553223,2.572672394,3.35782026,2.916568149,3.311246053,2.912631647,3.417692246,3.80572429,3.820322436,3.702000366,4.212591751,3.690568536,4.017498956,3.526476002,2.928717637,3.024278012,2.974780401,3.800877754
ENSMUSG00000050192,4.561838397,4.549338917,4.439032249,4.514237907,4.418981179,5.178141131,4.896792148,5.07970143,4.52319369,4.650997024,3.845844363,4.548424848,4.565928455,4.711748357,4.384002396,4.655856232,4.121299243,4.489250625,4.359188522,4.992901566,4.698018578,4.482763651,4.518397192,4.450924968,4.417464822,3.989512594,4.894161941,4.564437558
ENSMUSG00000050199,4.787130709,4.50690365,4.688391718,5.161356884,4.484569521,4.628454105,4.349304353,4.659125747,4.061289586,4.448180141,4.657772015,3.951184017,4.689663824,4.320958404,4.757045806,4.692850439,4.66344866,4.827419361,4.359188522,4.451192263,4.77108204,4.991228014,4.556365042,4.450924968,4.417464822,4.562697927,4.473586258,4.603431689
ENSMUSG00000050211,4.434459091,4.113239802,3.354967985,4.340906304,4.418981179,3.805331867,3.941646384,3.681152054,2.977225321,3.243821643,4.026416609,3.795064815,3.544233384,3.958388325,3.582548075,4.319807028,3.417692246,3.80572429,3.518666736,3.35686488,2.954793993,3.287212842,3.243774812,3.403619254,4.040610517,3.989512594,2.699145958,3.503896016
ENSMUSG00000050213,2.8044087,3.39501077,2.959039308,3.541204954,3.240643938,3.805331867,3.881525392,3.8462113,3.377763251,3.11257711,3.563444633,4.023333803,2.892156688,4.186657313,3.20815256,2.912631647,3.573811448,3.619311166,3.584255078,3.276694532,3.857496792,2.976872721,3.715843256,3.041049174,3.75588104,3.024278012,3.660671811,3.232593994
ENSMUSG00000050229,4.342828615,4.669633151,4.202964891,3.644298447,4.923453762,4.247850103,3.999361882,4.364678389,4.399458322,4.334969531,4.657772015,4.280491642,3.857391269,4.038558674,4.561789515,4.366349614,4.171052278,4.376040015,4.600196622,4.078148852,3.788784042,4.114376245,4.439325621,4.626011675,4.544376935,4.246670433,4.517307635,4.440702189
ENSMUSG00000050240,2.499554119,3.995403312,3.996514014,3.740513763,2.89960702,3.27481715,3.753201295,3.16031989,3.690921136,3.578240682,3.483274284,3.4206693,3.023401221,3.221422731,2.976827014,3.67447191,2.37587207,3.284892127,3.136796101,2.902299017,3.075088227,3.287212842,2.537506015,3.197168376,2.928717637,3.024278012,2.974780401,3.232593994
ENSMUSG00000050244,4.342828615,3.298795455,4.202964891,4.668960502,3.385033847,4.402572697,4.209579589,4.063022689,3.377763251,3.475147189,3.711543272,3.710175918,3.709292631,3.58399281,3.810817063,3.67447191,4.354498419,2.848793012,3.873761695,3.639264611,3.985820889,4.114376245,4.122468516,3.744656172,3.99688914,4.123813686,3.8774832,4.155972712
ENSMUSG00000050248,3.456485397,3.726216679,3.755505914,4.071719671,3.946912735,4.0745185,4.209579589,3.8462113,3.287565442,3.11257711,2.877553223,3.875235164,2.40672986,4.038558674,4.335908108,4.061495033,2.536336742,3.009257684,3.820322436,3.762121359,3.985820889,2.03345625,2.537506015,3.93413397,2.061984168,3.275816779,2.358109041,3.232593994
ENSMUSG00000050271,3.541374295,4.883757956,3.996514014,4.401027296,4.875359474,4.352819662,5.445877613,5.011797366,4.809102562,3.674455997,3.780256022,4.157634895,4.281198978,3.783301618,4.643089617,5.377754378,4.438156348,3.80572429,4.860586307,4.556802451,4.580979157,4.060936986,3.844167353,4.757256208,3.103804344,4.781707709,4.123643787,4.155972712
ENSMUSG00000050272,4.193450991,5.65998298,5.505527661,5.294112092,5.142463544,5.596745245,5.269451045,5.625442621,5.344596387,5.195993118,5.319775552,5.380027316,4.942782761,5.272048804,5.194732045,5.719986569,4.796203869,5.028116712,5.42331886,5.598622627,4.906965468,4.90287214,5.527983241,5.379371707,5.174193671,5.373427576,5.39373295,5.003969619
ENSMUSG00000050288,3.270072273,2.141254178,2.959039308,2.48675717,3.385033847,3.043491604,2.97079273,2.884685448,3.61877135,3.364115877,3.639393486,3.619978109,2.892156688,3.472961498,2.701192572,2.295960287,2.536336742,3.516217673,2.484719405,2.670973471,3.716634256,3.824869628,3.147559497,2.30408358,3.183974692,3.275816779,2.974780401,3.232593994
ENSMUSG00000050295,4.193450991,2.964376416,3.234673751,4.071719671,4.278118643,3.729383014,3.081824042,3.922160153,2.977225321,5.06010969,4.081911722,2.913709312,3.35782026,4.038558674,3.20815256,3.032925881,4.171052278,3.516217673,3.518666736,3.573676269,4.698018578,4.263753869,4.398102958,3.693125871,3.332073331,3.5861569,3.736620664,3.866466095
ENSMUSG00000050296,2.935653234,3.570097477,2.411551513,2.873780293,3.385033847,2.426820244,3.081824042,1.806682936,2.856931088,3.11257711,2.997847457,2.125213417,2.40672986,2.288536927,2.976827014,3.343266001,3.573811448,2.461769889,2.736258172,3.702000366,1.238586959,2.420479373,2.537506015,3.744656172,2.729408829,3.489941584,2.358109041,2.075052717
ENSMUSG00000050310,5.55164263,6.161913649,5.67689608,5.681135216,5.863081144,5.531156903,5.919393577,5.69204037,5.717073424,5.797075284,5.409273702,5.845690888,5.679748355,5.948046381,5.819587272,5.920451151,5.865838057,5.529514496,5.684859019,5.385816254,5.464655039,5.451957604,5.62049538,5.775952302,5.654001426,5.831632934,5.834922738,5.514164351
ENSMUSG00000050312,3.16697878,3.932667556,3.103429218,3.740513763,4.037110544,3.564323767,3.184917535,2.884685448,3.287565442,3.929713053,3.639393486,3.795064815,3.454035575,3.472961498,2.540727899,3.247050686,3.417692246,3.153647594,3.707111826,3.35686488,3.075088227,3.690568536,3.333972621,3.269318162,3.99688914,3.841413955,2.974780401,3.129500501
ENSMUSG00000050315,3.366287588,2.688741973,3.103429218,3.309879408,3.946912735,1.689854649,3.28113285,2.337197652,2.420831973,4.212112783,3.639393486,2.366221516,3.143695455,3.58399281,2.845582481,2.781387114,3.903119073,3.284892127,2.615963938,2.670973471,3.289213032,2.856578488,4.47940306,3.269318162,2.832502322,3.5861569,2.151658163,3.129500501
ENSMUSG00000050321,6.596966621,6.712277488,6.824853961,6.378774489,6.231121164,6.873076473,6.598399568,6.631111371,6.488187241,6.656897626,6.528916949,6.715630348,6.634265585,6.53646444,6.378077562,6.593640835,6.443227338,6.625516316,6.427792336,6.482801869,6.414225612,6.507942214,6.711643268,6.507955914,6.977336342,6.508477536,6.399585677,6.58893212
ENSMUSG00000050323,3.966680129,3.867079215,4.202964891,4.071719671,3.240643938,4.301289361,3.881525392,4.128611031,3.825222228,4.005661906,3.908580119,4.280491642,4.054428117,3.58399281,3.662718424,3.67447191,3.043296731,4.315919023,3.764827324,3.573676269,4.159152492,3.887605383,3.647130506,3.466355009,3.905258664,3.841413955,3.660671811,3.584066364
ENSMUSG00000050332,3.541374295,4.168734915,4.068663799,4.619207466,4.607426268,4.19235499,4.054856995,4.128611031,4.114728845,3.674455997,3.483274284,4.023333803,3.544233384,3.352667264,3.662718424,3.880922787,3.960834571,3.619311166,3.449953986,3.875331969,3.788784042,3.542469897,3.418861518,4.178552698,4.124268446,3.917362808,4.232578159,3.732165003
ENSMUSG00000050357,4.821482214,4.055524304,4.325821639,3.541204954,4.875359474,3.877481653,3.881525392,4.786505054,4.52319369,2.627150282,3.563444633,3.710175918,4.227759719,4.610465022,4.475632871,3.815334446,2.932265419,3.009257684,4.321220672,4.169779328,3.788784042,4.215659581,3.243774812,3.889046081,3.702441781,4.058225344,4.559742902,4.74965243
ENSMUSG00000050373,5.927791116,5.679219199,5.629975032,5.606496415,5.911579662,5.814550397,5.919393577,5.602542219,5.751221646,5.461726673,5.430806864,5.631566083,5.576654862,5.840332563,5.920870608,5.772773983,5.321832231,5.502797157,5.60810182,5.663111353,5.978126497,5.645899487,5.508747022,5.562817849,5.505902787,5.729992672,5.966918283,5.890312837
ENSMUSG00000050379,5.812970714,5.841693896,5.787927392,5.841599888,5.592629266,6.112386685,5.919393577,6.229214972,5.925826169,5.434505205,5.47293234,6.273112112,5.951050377,5.543350826,5.372128295,5.806922206,5.637137383,5.794753172,5.654644406,5.868510703,5.81493633,5.879910992,5.255362786,5.67331739,5.269142076,5.889348432,6.043675482,5.874458886
ENSMUSG00000050390,3.270072273,2.688741973,2.798574636,3.830711572,3.240643938,3.946194403,4.349304353,4.063022689,4.216012181,3.11257711,2.877553223,3.795064815,3.143695455,4.255370063,3.810817063,4.319807028,2.680726652,3.009257684,3.820322436,3.35686488,2.954793993,3.618418751,2.196469097,3.584191499,2.22244884,4.514603639,3.30919944,2.898174955
ENSMUSG00000050428,4.193450991,4.59056158,4.202964891,4.212582207,4.278118643,4.352819662,4.630717288,3.994309939,4.399458322,4.949078377,4.582809957,4.33820714,3.92610402,4.610465022,4.475632871,4.617888381,4.628259232,4.738610094,4.806647499,4.941827381,4.539756494,4.482763651,4.172221551,4.598266685,4.661021854,4.359881044,4.718004986,4.678393747
ENSMUSG00000050447,4.389371201,4.418094384,4.593754844,4.458742794,4.20216979,5.027724288,4.83473118,4.826582493,4.114728845,4.212112783,4.236634316,5.108725294,4.382482314,4.610465022,4.430544982,4.764109122,3.842998081,3.970783537,4.568135413,4.623144946,3.857496792,4.310296455,4.220315839,4.598266685,3.646946669,4.86077928,4.473586258,4.678393747
ENSMUSG00000050471,4.193450991,4.113239802,3.92056516,4.143869457,3.636572614,4.011782744,4.257673878,3.280614124,4.166259146,4.553149701,4.33127119,4.393702253,3.857391269,3.958388325,4.00785391,3.880922787,4.592189977,4.315919023,3.975045031,4.623144946,4.045941881,4.005441874,3.647130506,4.215546906,4.632732809,3.841413955,4.232578159,3.989322843
ENSMUSG00000050505,3.541374295,3.485208579,4.593754844,4.143869457,3.850697419,3.946194403,3.941646384,3.590954245,3.759633886,4.077811692,3.908580119,2.75324464,4.477119188,2.735995904,2.701192572,4.061495033,3.842998081,3.619311166,3.764827324,3.980301529,3.475626157,3.542469897,4.59335925,3.889046081,4.241307867,3.155522545,3.580501462,3.800877754
ENSMUSG00000050530,5.53103235,5.875442688,5.930280315,5.580733319,5.958500709,5.553352649,5.639819495,5.713573531,5.62798988,5.859811039,5.931420095,5.560599562,5.738244004,5.42901815,5.784181936,5.951312115,5.545797072,5.331185779,5.918950469,5.868510703,5.797554251,5.431048615,5.690457938,5.738314645,6.255292097,5.665383591,5.708606288,5.194791961
ENSMUSG00000050538,5.611763622,5.429499147,5.6536263,5.415674072,5.531875235,5.719601993,5.424968623,5.57927244,5.153548094,5.349616307,5.430806864,5.536146518,5.186339792,4.806385231,5.298755109,5.568978781,5.507577749,5.269124811,5.458724196,5.46029447,5.591103374,5.571421271,5.278263188,5.883309711,5.775421227,5.574475095,5.439903132,5.809241226
ENSMUSG00000050541,3.838356032,3.570097477,3.103429218,4.143869457,4.484569521,5.089785256,4.47668366,4.702847125,4.562187822,3.578240682,3.211972262,4.22037065,4.114549109,4.038558674,5.023120667,4.57889425,3.332803348,3.80572429,4.66225759,4.941827381,3.560515054,4.355384345,3.499031867,4.25161616,3.332073331,5.318461117,3.660671811,4.102533453
ENSMUSG00000050545,4.140011732,4.371551798,3.840394812,4.401027296,4.607426268,3.163785838,3.753201295,3.766040951,3.191350127,4.146524442,4.462515724,3.951184017,3.629122282,4.610465022,3.497659178,4.003779535,3.714673984,3.619311166,3.377804201,3.573676269,3.640685403,3.947726376,4.220315839,4.321157094,3.75588104,4.123813686,4.232578159,3.929201851
ENSMUSG00000050552,6.212991178,5.972195921,6.12896431,6.062441858,6.359038639,6.396446595,5.761564768,5.836430279,6.026856089,6.187865237,6.167772458,6.181481637,6.471382819,6.105229713,5.871117573,5.665194096,5.981896186,5.727114456,6.063945536,6.371413189,6.110712137,6.425773673,5.867007329,5.950685147,6.119179569,6.066588817,6.073270264,5.996664818
ENSMUSG00000050556,7.609307971,7.910456277,7.656555631,7.690199298,7.640174851,7.821425843,7.600732139,7.929079567,7.908908378,7.090947094,7.24577497,7.71290571,7.474253855,7.646088931,7.864776046,7.825781233,7.562204828,7.634774283,7.602176986,7.900628264,7.483800088,7.290118573,7.269718079,7.761952995,7.557604094,7.834084413,7.775398992,7.738747654
ENSMUSG00000050558,3.621544643,4.055524304,3.665308105,3.995770818,4.037110544,3.564323767,3.536389906,3.391645436,3.690921136,3.929713053,3.108878769,3.4206693,4.114549109,3.58399281,3.879529813,4.497594148,3.903119073,3.284892127,3.449953986,3.276694532,2.82354946,3.542469897,3.962003843,4.140584848,4.040610517,4.186549441,2.974780401,2.622540512
ENSMUSG00000050565,5.180275602,4.707601001,5.186845226,5.294112092,5.101240881,4.929320584,5.013437067,5.112491365,4.933281974,5.290115295,5.122175592,4.894600489,4.522207078,4.978852428,4.862655994,4.832013187,4.697800165,4.64397322,4.937892033,4.805622998,5.031144879,5.321701218,5.323001503,5.091675247,4.963206013,5.041351525,4.959013085,5.142797324
ENSMUSG00000050587,7.865361912,8.061034286,8.294194562,8.292129006,7.914557361,8.34170363,8.336765157,8.314477576,8.220589747,7.867464612,7.819557672,8.14758123,8.109018003,8.175619041,7.795339726,8.294456696,7.821738961,8.103404839,7.891683603,8.182210477,7.904937787,7.723185488,7.759220319,7.893333439,7.760790954,7.947110152,7.887929987,7.827883633
ENSMUSG00000050600,3.966680129,4.168734915,4.593754844,4.071719671,4.278118643,4.301289361,4.435460997,4.469647948,4.742760068,4.146524442,3.968701111,4.548424848,4.522207078,4.443815152,4.682083749,4.692850439,4.171052278,3.890613188,4.114769795,4.717267123,4.103657379,4.005441874,4.220315839,4.877550442,3.646946669,4.359881044,3.580501462,4.396980812
ENSMUSG00000050605,4.026801122,3.867079215,4.068663799,3.644298447,4.037110544,3.805331867,4.108296254,3.8462113,3.61877135,3.364115877,3.398385386,3.951184017,3.785241484,3.873499427,3.662718424,4.170429404,3.780262325,4.315919023,4.069681905,3.762121359,3.716634256,4.355384345,3.844167353,3.794409207,3.807411341,4.246670433,4.641043004,4.483137456
ENSMUSG00000050608,7.81083497,7.562347977,7.719540417,7.590448473,7.822439159,7.76072098,7.484283475,7.678417086,7.307783721,7.653950342,7.803139912,7.838209307,7.735853457,7.633236329,7.59025617,7.484466714,7.589905424,7.867238679,7.633498597,7.741736119,7.880380683,7.949565375,7.684041196,7.483518801,7.799480067,7.523744293,7.729667903,7.49095696
ENSMUSG00000050627,6.160284127,5.956514298,5.809143878,6.152639666,6.111657497,6.294716708,6.239825876,6.120573712,6.246258468,6.068987841,6.266880603,6.466681698,6.505463814,6.246957823,6.254164958,6.163856751,6.152595374,6.353787208,6.237060225,6.428182285,6.367869976,6.094567764,6.128782289,6.183229185,6.29193394,6.393511822,6.327735392,6.488355165
ENSMUSG00000050628,5.55164263,4.979973271,5.397612322,5.229260948,5.622073044,4.995663079,5.068403526,5.351003452,4.90322474,5.349616307,5.553663612,5.608296304,5.007633905,4.851473121,5.323629778,4.832013187,5.654731443,5.419541654,5.081086669,5.224227112,5.486514473,5.767644759,5.757184051,5.395581935,5.442126877,5.290172072,5.39373295,5.363297686
ENSMUSG00000050640,6.546517598,6.305000605,6.624001131,6.465797552,6.287337173,6.035629486,6.263574479,5.94964089,5.955420951,6.342311506,6.42545363,6.287833618,6.505463814,6.246957823,6.241167618,6.189969591,6.402151395,6.674219507,6.216523294,6.141764952,6.379599269,6.613787302,6.434236744,6.08669184,5.826270368,5.550823827,6.352085253,6.424461548
ENSMUSG00000050668,6.063142969,5.65998298,5.605929558,5.472817979,5.679216951,5.739098168,5.761564768,5.91288234,5.833215019,5.958664426,5.409273702,5.941906204,5.951050377,5.487316791,5.48668806,5.646457534,5.583029978,5.606820222,5.349789824,5.709653939,5.744114993,5.91044536,5.867007329,5.605253115,5.681880459,5.791831926,5.370081682,5.981943313
ENSMUSG00000050697,4.601915837,4.463182273,4.13737655,4.458742794,4.607426268,4.628454105,4.769880036,4.865576625,4.63714988,4.274848539,4.081911722,3.875235164,4.382482314,4.443815152,4.384002396,4.319807028,4.171052278,4.489250625,4.535345478,4.213500705,4.313875087,4.441540988,4.732521997,4.56997764,4.513680138,4.654328402,4.517307635,4.155972712
ENSMUSG00000050705,5.879696828,6.091866151,5.47929612,5.841599888,5.679216951,5.699838738,5.904365368,5.531575698,5.590756974,6.282502111,6.061350399,5.825653135,5.848567419,5.674595359,5.729389463,5.888915578,5.654731443,5.99973491,5.785888939,5.895604364,5.931077924,5.552185052,5.546966344,6.126085278,6.035217258,5.729992672,5.782135323,5.874458886
ENSMUSG00000050708,8.644512205,8.213953667,8.706878946,8.424753366,8.936696339,8.538129827,8.259151292,8.49006749,8.451012233,8.453275009,8.37774562,8.415651226,8.650855804,8.513853928,8.431975517,8.188351312,8.054938138,8.071942953,8.110602161,8.20404923,8.756537492,8.801640575,8.221793253,7.943811884,8.350646716,8.093440037,8.614868121,8.294965854
ENSMUSG00000050711,7.203254166,7.368592422,7.336820638,7.672013826,6.941083656,7.550596784,7.137508175,7.262466777,7.470360244,7.216114714,7.485848228,7.545365048,7.445283101,7.146517922,8.009771113,7.186731217,6.884598985,7.265155909,7.393898177,7.086990729,6.721250884,7.097888122,7.093709523,6.920194779,7.659269947,6.940299619,7.613609774,7.302390961
ENSMUSG00000050714,3.966680129,4.463182273,4.202964891,3.644298447,4.037110544,3.564323767,4.108296254,3.8462113,4.061289586,4.274848539,3.908580119,3.4206693,3.454035575,4.50153065,4.00785391,4.411437504,4.66344866,3.516217673,3.873761695,3.875331969,3.857496792,3.287212842,4.122468516,4.419560798,4.513680138,4.058225344,4.284108459,4.351892922
ENSMUSG00000050721,2.8044087,3.798366465,3.665308105,3.178634875,4.418981179,2.220369366,3.184917535,2.337197652,3.377763251,2.807722528,2.997847457,2.572672394,2.587302106,3.077032821,2.845582481,3.247050686,4.121299243,2.848793012,3.221684999,2.670973471,2.679159551,2.580944045,3.147559497,3.977855348,3.905258664,3.761243606,3.405414755,3.018469189
ENSMUSG00000050730,3.541374295,3.485208579,3.465999297,4.458742794,4.607426268,3.877481653,3.881525392,4.128611031,4.166259146,3.475147189,3.563444633,3.710175918,4.054428117,2.735995904,3.20815256,4.57889425,3.417692246,3.284892127,3.449953986,3.875331969,2.954793993,3.759281286,4.070938215,3.744656172,4.203340017,4.654328402,4.123643787,3.018469189
ENSMUSG00000050732,3.270072273,2.347705056,3.103429218,3.644298447,3.747603926,2.912247071,2.97079273,3.280614124,3.088256634,3.578240682,3.108878769,3.058099221,2.200278983,3.077032821,3.20815256,3.43346381,3.714673984,3.715526481,3.707111826,3.504963519,4.159152492,3.947726376,3.57498072,3.269318162,3.646946669,3.386848092,3.405414755,2.075052717
ENSMUSG00000050737,3.697493496,3.570097477,3.465999297,3.830711572,3.850697419,3.043491604,2.97079273,2.884685448,2.420831973,3.243821643,3.639393486,3.058099221,3.143695455,3.58399281,3.20815256,3.518352708,3.714673984,3.405186361,3.046598292,2.791267705,3.640685403,3.190997527,3.333972621,2.159693671,3.103804344,4.058225344,3.660671811,3.660015218
ENSMUSG00000050751,6.747481632,6.655133581,7.019450825,7.010319126,7.10645859,7.160174584,7.10501367,7.0588227,7.169419487,7.208099721,7.07166769,6.715630348,6.704410409,6.994012235,7.731714516,7.180232579,7.155687969,6.985331845,7.020179944,7.127551092,7.027421793,6.944041329,7.199471585,7.069113093,7.196108448,7.037102052,6.83923573,6.727759824
ENSMUSG00000050772,3.055947467,3.298795455,3.103429218,3.430173642,3.240643938,2.767857161,2.233827136,2.724220776,3.61877135,4.005661906,3.780256022,3.710175918,2.747766778,3.352667264,3.311246053,3.67447191,4.354498419,3.970783537,4.242149101,4.255935972,3.716634256,3.190997527,3.781431598,3.977855348,4.241307867,4.609240513,3.30919944,3.732165003
ENSMUSG00000050796,3.769643282,4.50690365,4.068663799,4.71705479,4.484569521,4.402572697,4.701975971,3.922160153,4.600155672,4.334969531,4.503738386,4.774306255,4.227759719,4.443815152,3.945118155,4.728919694,4.55519577,4.827419361,4.66225759,4.686570326,4.621056596,4.060936986,4.172221551,4.481621766,4.603877947,4.304385931,4.428498369,4.64139954
ENSMUSG00000050812,6.37209321,6.57524078,6.111991231,6.393647766,6.410568939,6.199409747,6.309930115,6.087969046,6.304912685,6.297688515,6.115542499,6.345261898,6.248032114,6.563814928,6.366154394,6.669840461,6.473284572,6.397954791,6.267327664,6.491707423,6.282981079,6.245905868,6.39286631,6.477820196,6.282860357,6.532827397,5.951064332,6.251129945
ENSMUSG00000050821,8.622762621,8.521631988,8.720940412,8.49194984,8.466422174,8.688601766,8.467766311,8.545150555,8.403490076,8.509793332,8.318332135,8.442214831,8.645771411,8.346774696,8.544700445,8.451115829,8.208762084,8.511199598,8.442236073,8.447764075,8.758784681,8.54125089,8.318865728,8.339079002,8.023008201,8.241139327,8.486017408,8.550786148
ENSMUSG00000050822,3.456485397,4.273704474,3.56909279,3.430173642,3.747603926,4.0745185,4.108296254,3.16031989,3.377763251,4.077811692,3.908580119,4.498671812,3.785241484,3.783301618,4.793115061,3.943658543,3.332803348,3.80572429,2.847289484,3.276694532,3.716634256,3.759281286,4.556365042,3.466355009,3.99688914,3.024278012,3.495612564,3.419007118
ENSMUSG00000050830,3.769643282,3.995403312,4.202964891,3.915600469,2.89960702,3.564323767,3.684488545,3.391645436,3.191350127,4.005661906,3.845844363,4.393702253,3.785241484,3.873499427,4.067974902,2.781387114,3.780262325,4.118882176,3.873761695,4.124691438,3.475626157,4.263753869,4.017498956,3.744656172,3.332073331,3.386848092,3.80877045,3.800877754
ENSMUSG00000050855,4.751941281,5.010670068,4.641849132,4.619207466,4.825606438,4.497209571,5.068403526,4.903544475,4.776312627,4.7426275,4.983347887,4.548424848,4.430576602,4.443815152,4.682083749,4.988982533,4.592189977,4.783697984,5.058186266,4.833912042,4.806271469,4.775960028,4.765311932,5.091675247,4.688766844,4.781707709,4.826257876,4.784003935
ENSMUSG00000050856,9.522574587,9.316563811,9.555817559,9.447204723,9.368841814,9.502210253,9.202685892,9.400800152,9.275150374,9.580570742,9.39770213,9.507346146,9.642584542,9.382734602,9.448325525,9.083427578,9.45519998,9.567879793,9.359773913,9.444901016,9.599277305,9.579163306,9.424646447,9.359366016,9.527670602,9.23094356,9.5656115,9.387935672
ENSMUSG00000050875,6.186878337,6.389181692,6.512011695,6.62552124,6.069532021,6.241028837,6.343744828,6.475961722,6.508294814,6.342311506,6.348344704,6.61414903,6.516647553,6.603892368,6.342008307,6.360613245,6.009508418,6.074213126,6.163864344,6.302229624,6.124718995,6.304560086,5.954914419,6.183229185,6.024369876,6.066588817,6.339961694,6.346156553
ENSMUSG00000050890,3.697493496,4.744595208,4.733479608,4.668960502,4.20216979,4.628454105,4.630717288,4.786505054,4.216012181,4.949078377,4.657772015,4.643061722,4.477119188,4.610465022,4.757045806,4.728919694,4.66344866,4.783697984,5.169217579,4.337236074,4.698018578,4.708055963,4.889491344,4.286805589,4.349560758,4.514603639,4.826257876,4.882407639
ENSMUSG00000050891,6.186878337,6.365626964,5.9872362,6.36374628,6.00394368,6.432818984,5.041182058,6.525501183,6.772160984,6.834001853,7.0299483,7.112865024,5.91769178,6.932393116,6.696439042,5.888915578,7.026501489,6.587878658,6.978098355,7.121826105,6.481080587,5.767644759,6.350274433,6.815648003,6.563235962,7.151596842,6.411220377,6.745300406
ENSMUSG00000050910,4.434459091,4.59056158,4.068663799,4.458742794,4.720636879,4.247850103,3.999361882,3.766040951,4.441893588,4.828784144,4.657772015,4.023333803,4.227759719,4.114507527,3.738667277,4.497594148,5.056593554,4.253183267,4.501792918,3.702000366,4.77108204,5.275531037,4.976079029,4.354709653,4.985748582,4.413320303,5.109429928,4.440702189
ENSMUSG00000050912,3.903944374,3.08467065,3.354967985,2.693208048,3.946912735,3.27481715,2.97079273,3.590954245,3.61877135,3.849542704,3.780256022,3.309637988,4.114549109,3.687086303,2.701192572,2.636997204,3.573811448,3.715526481,3.377804201,3.00539251,3.857496792,4.355384345,4.172221551,3.197168376,3.75588104,3.5861569,3.736620664,2.622540512
ENSMUSG00000050914,2.660018791,2.347705056,3.103429218,-1.213682548,1.800071346,2.426820244,3.536389906,3.391645436,3.61877135,3.475147189,3.211972262,1.8357068,3.991692361,3.472961498,1.912696677,2.781387114,3.043296731,2.461769889,2.615963938,2.395339028,2.954793993,2.856578488,3.147559497,2.66665366,2.832502322,2.091392208,1.621143446,3.328809309
ENSMUSG00000050944,3.838356032,3.298795455,3.103429218,3.430173642,3.636572614,2.767857161,3.753201295,3.8462113,3.61877135,3.364115877,3.711543272,4.023333803,3.454035575,3.873499427,3.810817063,3.343266001,3.573811448,3.153647594,3.377804201,3.00539251,3.640685403,3.887605383,3.647130506,3.269318162,2.928717637,3.676354709,4.1791389,3.503896016
