EntrezId,Gene,HS,NH,DS,PT,Cluster
197322,ACSF3,0.261202773,0.624386523,0.279312769,0.322064327,1
2180,ACSL1,-0.684557092,-0.885561746,-0.916071856,1.807285573,2
2181,ACSL3,-1.50645807,-1.758990437,-1.495338466,0.143024148,2
51703,ACSL5,1.288757601,0.962580812,1.327328631,0.454259356,1
23305,ACSL6,-0.856532012,-0.83687402,-0.866786613,-0.951087262,2
6296,ACSM3,-0.959179177,-0.941661856,-0.972377767,1.224435834,2
341392,ACSM4,0.44386787,0.465125176,0.960944323,0.82055521,1
55902,ACSS2,-0.292818256,-0.274197438,-0.278946247,0.454220674,2
79611,ACSS3,-0.662675116,-0.830237425,-0.457328523,-0.559108471,2
58,ACTA1,-0.759791946,-0.739813469,-0.699830613,-2.574219147,2
345651,ACTBL2,-0.408634998,-0.388280066,-0.400202087,-0.989315267,2
70,ACTC1,0.357883712,0.379054926,0.379905565,0.304595307,1
170487,ACTL10,-1.218967311,-1.231118729,-1.326623494,-0.434801713,2
51412,ACTL6B,-1.774313643,-1.756417261,-1.804094314,-0.899507245,2
10880,ACTL7B,-0.060851477,0.782256602,-0.149945915,-0.823548673,1
81569,ACTL8,0.010314127,0.029190276,0.019349325,-1.31572362,1
284382,ACTL9,0.579559592,-0.23506455,-0.149318618,0.283610051,2
88,ACTN2,-2.836906274,-2.820907083,-2.747374941,-1.715477669,2
81,ACTN4,-2.662846896,-2.82998623,-2.178889501,-3.344770887,2
55860,ACTR10,0.323364077,0.343774593,0.333080805,0.227324217,1
10121,ACTR1A,-0.415717309,-0.395386619,-0.429515234,-0.394189356,2
10096,ACTR3,0.385948339,0.405970023,0.452828683,-1.04530187,1
79913,ACTR5,0.180500314,-0.776034018,-0.25942551,0.508775462,2
93973,ACTR8,-1.415543805,-0.786478975,-0.813343745,-0.313823764,2
140625,ACTRT2,-0.838909259,-0.815064097,-0.837072713,0.414076416,2
84517,ACTRT3,0.399770295,1.253687411,0.439845319,0.28440656,1
90,ACVR1,0.418556265,0.437997077,-0.41129249,-1.536881903,1
91,ACVR1B,-0.849584123,-0.829912556,-0.851824206,-1.141278537,2
130399,ACVR1C,0.476091039,1.8276688,0.546167897,0.486451039,1
93,ACVR2B,-0.624549321,0.205882053,0.224810082,-1.146922126,1
94,ACVRL1,-1.946830074,-1.932929099,-1.969512928,-1.318203667,2
91703,ACY3,0.670996845,0.681012844,1.542270642,-0.661180713,1
97,ACYP1,0.319060237,0.331365128,0.320417725,0.30710241,1
100,ADA,0.569008093,1.918502059,1.961389952,-0.553412045,1
132612,ADAD1,0.049657693,0.065710114,1.395360775,-0.758810513,1
161931,ADAD2,-0.777689875,-0.448432054,0.155645926,-0.346531306,2
161823,ADAL,0.2388157,0.248007601,0.221140994,0.200911824,1
102,ADAM10,-0.655935814,-0.636871051,-0.66169494,0.151147368,2
8038,ADAM12,1.147381734,-0.161068904,0.032297992,0.670698241,1
8751,ADAM15,1.796722415,1.519197711,1.467615637,1.266809857,1
6868,ADAM17,-2.007950007,-1.796571584,-1.837975588,-0.493691445,2
8749,ADAM18,-0.510499146,-0.640403003,-0.661142046,1.302140444,2
8728,ADAM19,-0.011142718,0.003041125,-0.884276086,-0.460502413,2
2515,ADAM2,2.013876896,2.028567256,2.257113004,1.057000849,1
8748,ADAM20,1.152205027,1.17204903,0.327608627,1.426197649,1
53616,ADAM22,1.530676301,1.064416261,0.398746822,0.287355266,1
8745,ADAM23,-0.424509462,-0.404346849,-0.965649737,0.426273623,2
10863,ADAM28,0.036692481,0.079790486,-0.13625471,0.556817029,2
11085,ADAM30,0.098032843,0.335807876,0.552103296,0.089392791,1
203102,ADAM32,-0.072146337,-0.896224016,-0.866763351,0.808048435,2
80332,ADAM33,0.824689779,0.805676965,1.868829874,0.46417026,1
8756,ADAM7,1.366795149,0.764374383,2.234033053,0.049721302,1
8754,ADAM9,-1.075473163,-1.401540813,-0.591000922,0.994423848,2
27299,ADAMDEC1,-0.763041466,0.010714109,0.363221791,1.162420532,1
9510,ADAMTS1,-1.727484523,-1.710357818,-1.530700833,-0.229121264,2
81794,ADAMTS10,-0.566914729,-1.134511684,-2.539418352,-2.101648026,2
11093,ADAMTS13,0.229599208,0.342253004,0.232843284,0.169906256,1
140766,ADAMTS14,0.298615019,0.081286344,-0.455596988,0.018363808,2
170689,ADAMTS15,-1.218848504,-1.313645115,-1.069382357,-1.302859499,2
170690,ADAMTS16,-0.47022532,-0.453260531,-0.326662344,-1.106697366,2
170691,ADAMTS17,-0.69712202,-0.07787075,-0.188180089,-0.234750981,2
170692,ADAMTS18,0.861379537,0.181170335,0.214178733,-0.226545689,1
171019,ADAMTS19,0.905839234,0.385839511,0.981502471,-1.39454952,1
80070,ADAMTS20,1.381858221,1.19876828,3.003520742,0.141957881,1
9508,ADAMTS3,1.005005107,0.409960205,0.40504547,-1.132650807,1
9507,ADAMTS4,0.477463787,0.471775223,0.019640058,-0.348968002,1
11096,ADAMTS5,0.520530848,0.046185745,-0.365301303,-1.290289742,1
11174,ADAMTS6,-1.735032642,-1.716147717,-1.762080821,-0.37857231,2
56999,ADAMTS9,-0.833566499,-0.423685641,-0.948075237,-1.215494778,2
92949,ADAMTSL1,0.481881658,0.494343722,0.831686239,-0.401645588,1
57188,ADAMTSL3,1.209474321,1.519442814,1.34673392,0.299459023,1
54507,ADAMTSL4,0.623311298,0.097676497,-0.144641352,-0.772124814,1
55803,ADAP2,1.17850307,1.200577616,1.185655359,0.330529869,1
103,ADAR,1.194718994,1.436742994,1.447414804,-0.815133923,1
104,ADARB1,0.515601117,0.534844218,0.498198078,0.510269313,1
23536,ADAT1,0.010468913,-0.318170473,-0.645417698,-0.137638776,2
134637,ADAT2,0.670896344,0.691797568,0.710134403,-0.27767105,1
113179,ADAT3,-2.206106358,-1.916329845,-2.48740988,-0.883317693,2
57143,ADCK1,-0.882486085,-0.863079828,-0.013431695,-2.308592847,2
90956,ADCK2,0.954730506,0.481413973,0.475664674,1.3310861,1
107,ADCY1,-1.161895985,-1.144794424,-1.157514408,-0.447727869,2
55811,ADCY10,0.125160697,0.346260759,0.605176424,0.950186496,1
109,ADCY3,-0.903447831,-1.371197194,-1.38049225,-2.584538179,2
196883,ADCY4,-1.708507468,-1.693786055,-1.471784663,0.654948136,2
112,ADCY6,-1.525259047,-1.776397676,-1.576860536,1.242558549,2
113,ADCY7,-0.820823405,-1.075454891,-0.996912568,-0.446167294,2
115,ADCY9,-1.772537571,-0.758153972,-0.949458687,-2.465718518,2
116,ADCYAP1,1.662921982,1.783458949,1.167535974,-1.205464505,1
117,ADCYAP1R1,-0.746750839,-0.729036265,-0.774373313,-1.200789471,2
118,ADD1,0.542738539,-1.377923001,-1.433169745,1.389435489,2
119,ADD2,-1.462211981,-1.443544017,-1.116202834,0.212516691,2
127,ADH4,-0.351425424,-0.331009276,0.512302154,0.484011017,1
130,ADH6,0.540419794,0.516357607,0.525433136,0.445553532,1
55256,ADI1,0.182531314,0.202955158,0.20945074,-0.746663312,1
149685,ADIG,-0.882780984,-0.87013945,-0.037479572,-0.011532712,2
9370,ADIPOQ,0.718828688,0.736527757,0.731283759,0.671725319,1
51094,ADIPOR1,0.561792225,0.583135301,0.573144238,-1.13520478,1
79602,ADIPOR2,-0.832785687,-0.813363253,-0.840811875,-0.325925468,2
132,ADK,-0.477899977,-0.461252386,-0.475833854,0.357916221,2
133,ADM,0.290385543,0.289550947,0.288471309,0.255884153,1
199800,ADM5,0.342321877,0.306328491,0.057357757,1.801417135,1
23394,ADNP,-1.571666204,-1.554688827,-1.819650255,0.363124721,2
84890,ADO,-0.29606604,-0.294638939,-0.425355089,-0.398201561,2
134,ADORA1,-0.483993018,-0.464214403,-0.486188661,-1.326736837,2
135,ADORA2A,-1.635432936,-1.280522827,-1.32587177,-0.007529697,2
136,ADORA2B,0.402148954,0.423378214,0.407561051,0.231108184,1
140,ADORA3,0.036981723,0.049847173,0.044732794,0.057045918,1
141,ADPRH,0.67249773,-0.143822263,0.686107346,-1.258928924,1
54936,ADPRHL2,-0.366577028,-0.359053682,-0.416014204,-0.385344028,2
56985,ADPRM,0.757715003,1.119325537,0.762281064,0.942176663,1
148,ADRA1A,-1.910611355,-1.890327165,-1.952640789,1.526501096,2
150,ADRA2A,-1.767017001,-0.097171178,-1.173205122,-0.915489731,2
151,ADRA2B,-0.822330137,0.017668781,0.065316797,0.842432753,2
154,ADRB2,0.020317303,0.03774285,0.053205307,0.868788164,2
155,ADRB3,0.167403249,-0.210663577,0.898478958,1.425679464,1
156,ADRBK1,-1.494855017,-1.475827126,-1.461397592,-2.852955722,2
157,ADRBK2,-1.387602105,-1.375085411,-1.415333775,0.692515645,2
11047,ADRM1,0.188725832,0.181111722,0.100094869,-1.12776131,1
158,ADSL,0.591414599,0.62598528,0.620880571,0.586404326,1
122622,ADSSL1,0.340529018,-0.475958424,-0.772822023,-0.426149276,2
84830,ADTRP,-0.765973181,-0.758728848,-0.791668501,-0.500458704,2
121536,AEBP2,0.653388415,0.664845837,0.632301327,0.170949987,1
64782,AEN,-0.571613,-0.560121351,-0.631590027,0.187253637,2
166,AES,0.118902726,0.132276402,0.228369733,0.50553797,2
60312,AFAP1,-1.591759527,-0.9679195,-0.484553086,-1.291574081,2
134265,AFAP1L1,0.282462537,0.300222701,0.29376547,1.091768063,1
84632,AFAP1L2,-0.485386588,-0.466215804,-0.318577344,-0.989865537,2
3899,AFF3,0.016086097,-0.234505613,-0.763953455,0.461678837,2
27125,AFF4,0.590414875,0.611841633,0.609136607,-0.795607001,1
10939,AFG3L2,1.448083254,1.470503528,1.498408621,-1.323400153,1
173,AFM,-0.001909277,-0.48856301,-0.018239871,1.794579715,1
125061,AFMID,0.27839349,1.619388142,1.641525962,1.171154095,1
174,AFP,-0.698397772,-0.331323336,0.719254467,0.741020802,1
54812,AFTPH,1.94894838,1.971359348,1.710835209,0.054791261,1
175,AGA,-0.305858576,-0.292649606,0.569398102,-0.771781426,1
116987,AGAP1,-1.334275671,-1.932068034,-1.120207351,-0.29440961,2
116986,AGAP2,1.329637308,1.307940847,0.38723801,-1.611452048,1
116988,AGAP3,0.193897727,0.184907768,0.094301409,-0.426388803,1
79841,AGBL2,0.751906448,0.276998937,0.771473495,1.102532106,1
340351,AGBL3,-0.416947428,0.289196539,0.54812466,-0.041012437,1
60509,AGBL5,2.64112299,2.655153764,2.687637821,0.695243678,1
177,AGER,1.649547522,1.615872927,1.616111994,2.112163531,1
3267,AGFG1,-0.229364823,0.623722698,-0.249006298,0.668601996,2
55109,AGGF1,1.620121141,1.641194998,1.172722615,0.5490277,1
55750,AGK,0.613629746,0.635065954,0.639872111,0.594089541,1
178,AGL,-1.147869722,-1.131077539,-2.291197542,-1.077566615,2
79814,AGMAT,-0.149171443,0.195948902,-0.684947762,0.604998988,2
392636,AGMO,-0.817379955,-0.805048047,-0.82977562,-1.223143397,2
26523,AGO1,0.427754296,0.453106143,0.451940077,-1.433081002,1
192669,AGO3,-1.133215238,-1.608928473,-1.438760577,0.524147631,2
192670,AGO4,0.617514205,0.63870082,0.639222959,0.621026272,1
10554,AGPAT1,0.387981479,0.404384301,0.379181671,0.362991429,1
56894,AGPAT3,-1.771162662,-1.407885362,-1.414315253,-1.776458374,2
56895,AGPAT4,-1.565697232,-1.550772499,-1.577118638,-0.812455762,2
55326,AGPAT5,0.342044197,0.358229976,0.364485446,-1.388673647,1
8540,AGPS,-0.889617761,-0.869781802,-0.951009463,-0.88497534,2
10551,AGR2,0.370470212,0.38608304,0.409896926,0.402873762,1
155465,AGR3,-1.266692774,-1.261317506,-1.30513713,-0.011404009,2
181,AGRP,0.357297326,0.345227939,0.296279015,0.417937973,1
183,AGT,-0.712515732,-0.152176242,-0.616394824,-0.185649611,2
23287,AGTPBP1,-0.05768129,-0.044501105,-0.106793377,-0.026664614,1
185,AGTR1,-0.073023163,-0.076448403,-0.111418442,-0.125736201,1
189,AGXT,-0.086308557,-0.911093433,-0.972218766,-0.119556798,2
64902,AGXT2,0.06808031,2.249685248,1.986980226,1.437220243,1
191,AHCY,-0.281561229,-0.261082132,-0.303240986,-0.934233964,2
10768,AHCYL1,0.415263422,-0.371994605,-0.398801256,-0.39076897,2
23382,AHCYL2,0.65188917,0.671146626,0.623614624,-1.010214336,1
27245,AHDC1,-1.465703181,-1.907699258,-1.516487163,-0.739859459,2
54806,AHI1,2.471646214,2.488070822,2.038237487,0.262012724,1
196,AHR,-0.1176808,-0.506092139,-0.50962105,-0.562234773,2
10598,AHSA1,0.547422759,0.568568782,0.5626603,0.550686298,1
197,AHSG,2.734498614,2.474111349,2.486831538,0.783979318,1
51327,AHSP,0.121114929,0.139375019,0.118712065,0.12291009,1
57379,AICDA,-0.487137917,-0.952649708,-0.466479885,0.328093548,2
199,AIF1,-0.65598803,-0.643990945,-0.671159168,0.245280911,2
83543,AIF1L,1.049776944,1.068025708,1.106360466,0.443486252,1
84883,AIFM2,-1.219648267,-0.71053974,-0.732127797,-0.362420797,2
150209,AIFM3,-2.547506076,-2.373909296,-2.035609596,-0.480727425,2
51390,AIG1,0.12307561,0.134832367,0.122058232,-0.228045543,1
202,AIM1,1.162500068,1.256378408,1.21131062,0.948576258,1
9447,AIM2,-0.194584806,-0.1940652,0.148270543,0.347303543,1
9049,AIP,-1.464824307,-1.449625464,-1.463304597,-0.172056054,2
23746,AIPL1,-2.016452157,-2.000504261,-2.298855746,-0.75083877,2
326,AIRE,-0.663986309,-0.702231645,-1.32077693,-0.403706458,2
55966,AJAP1,-0.223019513,0.263153859,0.20826463,-0.129360067,1
26289,AK5,0.439515206,0.459114184,0.457232132,1.599232293,1
122481,AK7,0.966803594,0.766233939,0.774907849,1.245087145,1
158067,AK8,-1.41393414,-1.395176354,-2.019916855,0.975847647,2
221264,AK9,1.228143159,1.460644531,1.307196634,0.397603009,1
8165,AKAP1,0.973873653,1.172808419,1.147520737,0.891179602,1
11215,AKAP11,1.093637041,1.332777307,1.44192268,1.405571344,1
10566,AKAP3,0.841947601,0.584369357,0.66452936,0.936521667,1
9495,AKAP5,1.027503637,0.212183082,0.231860206,0.150906399,1
9472,AKAP6,0.411827079,0.86346299,0.903554205,0.455596705,1
9465,AKAP7,-0.811602776,-0.80849629,-0.841001922,0.526830988,2
10270,AKAP8,1.118045809,0.638058959,-0.225167378,1.246437178,1
26993,AKAP8L,-1.334847756,-1.317789123,-1.397991927,-0.563102049,2
10142,AKAP9,0.308255636,0.422580243,0.411737138,0.280858151,1
56672,AKIP1,0.827832057,0.842665063,0.814424763,-0.541875753,1
55122,AKIRIN2,-0.124223618,-0.109318685,-0.486471867,0.866245524,2
10327,AKR1A1,-0.304897923,-0.286483874,-0.307438968,0.511652568,2
6718,AKR1D1,0.360375872,0.37723673,0.376851002,-0.466694394,1
83592,AKR1E2,0.461909754,-0.857279531,1.452297776,-1.214883443,1
207,AKT1,-2.942215175,-3.078780047,-2.981073455,-1.637226666,2
84335,AKT1S1,-1.166602324,-1.224671857,-1.033865884,-0.992545748,2
208,AKT2,-1.068008012,-1.048399462,-1.066343929,-2.857484935,2
10000,AKT3,-0.735106181,-0.723813707,-0.723275016,0.126903591,2
211,ALAS1,-1.043776865,0.157782887,-0.165228622,-1.027273931,2
213,ALB,1.710018414,1.730701492,1.766057652,1.103095918,1
214,ALCAM,-1.446041373,-1.703506504,-1.469845993,-1.748961169,2
126133,ALDH16A1,-0.097173765,-0.247611091,-0.677731203,-0.516772917,2
5832,ALDH18A1,-0.267202567,-0.24733197,-0.257653933,-1.057357028,1
216,ALDH1A1,-0.824586498,-0.805223092,-0.824936724,-1.182219434,2
220,ALDH1A3,-0.36953872,-0.349871625,0.515515228,-1.187778141,2
219,ALDH1B1,0.27709495,-0.54061131,1.163744754,-0.544312073,1
160428,ALDH1L2,0.063069183,0.083551103,-0.420496347,-1.838110739,2
218,ALDH3A1,-1.210368822,-0.35513235,-1.173499617,0.629213694,2
224,ALDH3A2,-0.422622033,-0.905157641,-0.437831834,1.312853845,2
8659,ALDH4A1,-1.325509303,0.010958891,-0.00849897,-0.920926634,2
7915,ALDH5A1,0.719813686,0.731238471,-0.643415184,-0.145920005,1
4329,ALDH6A1,0.617558257,0.638827404,0.675428715,-0.167172646,1
64577,ALDH8A1,0.442227952,0.809972975,0.710453927,-0.410401715,1
223,ALDH9A1,-0.728161718,-0.212272134,-0.154459805,0.642480885,2
226,ALDOA,-0.483156218,-0.467906514,-0.483355643,-0.978311334,2
229,ALDOB,0.667716256,0.686898248,0.682116257,0.642451532,1
230,ALDOC,0.735810833,0.748197241,0.699426602,0.718105857,1
440138,ALG11,0.118325031,0.130567202,0.138366401,-0.738470327,1
79087,ALG12,0.856664612,1.584099522,1.067162816,-0.053517871,1
85365,ALG2,-0.340401462,0.519610564,0.626437329,-1.561935005,1
29880,ALG5,-0.616508439,-0.596784308,-0.6363836,0.289232911,2
29929,ALG6,-1.126777722,-0.298841398,-1.18422155,-0.979731701,2
79053,ALG8,0.231937326,0.24268757,0.235906532,-0.306628278,1
79796,ALG9,-0.500378936,-0.484871864,-0.503081156,1.184958803,2
8846,ALKBH1,0.652295141,0.672746921,0.64381086,0.63400802,1
121642,ALKBH2,0.563703791,0.581093703,0.56873013,-0.230813945,1
221120,ALKBH3,-0.639958993,-0.128865234,-0.161797299,0.666456027,2
54784,ALKBH4,0.687872233,0.684331078,-0.329872717,-0.603405936,1
54890,ALKBH5,-0.094579997,-0.084944661,-0.129005209,0.820377479,2
84266,ALKBH7,0.053563714,0.032702818,-0.082461272,-0.87021991,1
91801,ALKBH8,0.384223564,0.755174622,0.765540667,2.335201904,1
55821,ALLC,2.5140584,2.265387395,2.792635795,0.105424565,1
239,ALOX12,1.473227594,0.652569403,0.376735945,0.145302878,1
242,ALOX12B,-0.657569174,-0.637713034,-0.661392087,-1.020601957,2
246,ALOX15,-0.884600486,-0.868573674,-0.092069235,-0.986596305,2
247,ALOX15B,-0.130725966,-0.871917892,-0.248599445,0.232682815,2
240,ALOX5,-2.389107774,-2.371927284,-2.20860356,-0.304164772,2
