EntrezId,Gene,HS,NH,DS,PT,Cluster
2192,FBLN1,-1.167009865,-1.150692812,-2.036924404,-0.882207163,2
2199,FBLN2,-0.394971783,-0.751884327,-1.399488858,-0.194066243,2
10516,FBLN5,-0.967094419,-0.453985582,-0.483139912,0.372496555,2
129804,FBLN7,0.058355021,-0.205008183,0.929067549,0.947938412,1
2200,FBN1,-0.04908285,-0.78693508,-0.380468416,-2.570864756,2
2201,FBN2,-0.592840575,0.261234638,0.502063944,-1.275822486,1
84467,FBN3,1.088827451,0.97297309,1.065602501,0.572364147,1
2203,FBP1,0.981258622,1.015849671,1.03823349,-1.017311696,1
8789,FBP2,-1.472604025,-1.458305392,-1.505029697,-1.182440242,2
54850,FBXL12,-0.894454931,-0.883844225,-0.089873472,-0.938015888,2
222235,FBXL13,-0.855954764,-0.504141106,-1.395302671,1.863894862,2
144699,FBXL14,-1.094280714,-1.079691877,-1.019578522,-2.145631088,2
79176,FBXL15,-0.838718406,-0.874206623,-0.224021052,-0.036929109,2
64839,FBXL17,1.47330913,1.481368714,1.520672645,-1.314178863,1
54620,FBXL19,-0.462532922,-0.50301225,0.07811327,-0.464894362,2
25827,FBXL2,0.452878766,0.47387877,0.472306057,0.460184708,1
84961,FBXL20,0.464687734,0.485295375,0.482812591,0.463316794,1
26224,FBXL3,-0.595853208,-0.579149245,-0.578624366,-0.635173175,2
26235,FBXL4,0.006459232,0.025090375,-0.323316177,1.276965157,2
26234,FBXL5,0.643526575,0.661925936,0.153029813,-1.58226117,1
26233,FBXL6,0.265285404,1.02018606,0.125120685,-0.001985872,1
23194,FBXL7,-1.320068325,-1.302397409,-1.299389454,-0.490282253,2
26267,FBXO10,0.290532192,0.311337307,0.321442016,-0.882315769,1
201456,FBXO15,0.434712223,0.455078433,0.908597011,0.438462115,1
157574,FBXO16,0.886717429,1.742353346,1.763992765,0.421724633,1
84893,FBXO18,0.40899023,0.430171944,0.42752747,-0.462411856,1
23014,FBXO21,-0.554072303,-0.536845266,-1.156284125,0.221705083,2
26263,FBXO22,0.591345879,0.612770091,0.597617084,0.590493481,1
26261,FBXO24,1.130366552,1.145299796,1.128071063,-0.288410909,1
26260,FBXO25,0.044466844,0.046748024,0.038009417,-0.731852814,1
126433,FBXO27,-0.468811408,-0.475415182,-0.4141947,0.18088673,2
23219,FBXO28,0.695892635,-0.100851688,0.744446669,0.721458739,1
26273,FBXO3,0.38556196,0.40605276,0.406741898,-0.401934791,1
84085,FBXO30,-1.093835055,-1.4213081,-1.060238708,-0.254121997,2
79791,FBXO31,-0.168744789,-0.162042362,-0.23116364,-1.204234017,1
114907,FBXO32,-0.136957714,-0.957695188,-0.018298234,0.07262385,2
254170,FBXO33,0.656818898,0.6765866,0.690177613,-0.169325236,1
55030,FBXO34,2.252532099,1.095216955,1.958967705,-0.702329285,1
130888,FBXO36,0.513506045,0.531867155,0.530579407,-0.393405112,1
81545,FBXO38,0.302177664,0.322655082,-0.438199089,-0.962582714,1
162517,FBXO39,-0.291480938,-0.28806787,-0.3239602,-0.228155795,2
26272,FBXO4,-1.07283679,-1.053860923,-1.117398963,-0.200687962,2
51725,FBXO40,0.293388819,0.314187505,0.314704721,1.666954952,1
54455,FBXO42,0.770805562,0.78932928,0.779325636,0.72786731,1
286151,FBXO43,-1.806159989,-1.520206182,-1.546550018,0.978927529,2
93611,FBXO44,-0.467470763,-0.447311132,-0.382245073,-1.334841605,2
200933,FBXO45,-0.23975896,-0.231388921,0.653540158,0.69568901,1
494188,FBXO47,-0.772551571,-0.765774899,-0.780156736,-0.82602521,2
554251,FBXO48,0.049485352,0.056138433,0.019148411,0.001449767,1
26271,FBXO5,1.520547143,1.035584198,1.016629465,0.210726557,1
26270,FBXO6,-0.545225087,-0.525790657,-0.55667615,-0.003218923,2
25793,FBXO7,1.476452227,1.498400996,1.518866992,2.155696048,1
26269,FBXO8,0.055068924,-0.767925783,0.116146234,-0.71913786,1
26268,FBXO9,1.227477541,1.248347262,1.261368692,-0.512532741,1
23291,FBXW11,0.355226204,0.419354537,0.412933762,-0.487072517,1
54461,FBXW5,-1.15170333,-1.483845052,-1.30521093,-1.930414098,2
84261,FBXW9,0.948469603,0.954832074,0.933074056,0.153031212,1
83953,FCAMR,1.111413776,1.601883818,1.632411232,1.595157431,1
2205,FCER1A,-0.630779977,-0.62097923,-0.646908376,0.951193242,2
2207,FCER1G,0.69924368,0.720329041,0.722759374,0.596593098,1
23149,FCHO1,-0.416182293,0.068440551,-0.263385112,-1.505556926,1
115548,FCHO2,-0.630969153,-0.612665245,-0.63724522,0.680254634,2
89848,FCHSD1,0.646767819,-0.194136462,0.658395119,0.585036819,1
9873,FCHSD2,0.553171649,0.574251692,0.527229093,-0.779598258,1
2219,FCN1,0.548408279,0.563873689,0.522488857,0.508609799,1
2220,FCN2,0.114742416,0.470871708,0.075123292,1.620565549,1
8547,FCN3,0.684631568,0.684718187,0.670565776,1.877387951,1
115350,FCRL1,1.866885887,1.884007922,1.89872369,0.411450356,1
115352,FCRL3,2.120740318,3.138030192,2.189991438,1.59724785,1
83417,FCRL4,1.280116405,1.300370487,0.961174175,1.541998812,1
83416,FCRL5,2.19458862,1.943362644,1.70836489,0.531543976,1
343413,FCRL6,0.926231532,0.592083468,-1.344035724,1.315263512,2
84824,FCRLA,0.830408669,0.348393842,0.818901966,1.648567123,1
127943,FCRLB,-0.930612137,-0.440174944,1.213310651,0.322229247,1
260436,FDCSP,0.499290087,0.518824164,0.614550489,0.402257977,1
2222,FDFT1,-1.833896934,-2.043998704,-1.470255881,-0.690362557,2
112812,FDX1L,-1.034258518,-0.573949983,-0.629811306,0.162816326,2
2232,FDXR,0.385355654,0.72089549,0.716809838,0.685262103,1
2235,FECH,-1.152525357,-1.40543816,-1.442696991,0.985976174,2
10116,FEM1B,0.405242048,0.450923321,0.44936316,-0.376886777,1
56929,FEM1C,-0.585824417,-0.570054521,-1.101113229,0.241283495,2
2237,FEN1,0.275022627,0.295497922,0.277546362,0.29728161,1
2241,FER,-0.0005097,-0.829806944,-0.00756062,-2.047381086,2
654463,FER1L6,-0.084730998,-0.337460251,-0.910856145,-0.096818441,2
222894,FERD3L,0.035642313,0.052910225,0.023617332,-0.860635124,1
10979,FERMT2,-1.181855534,-0.68168761,-0.711590261,0.069523799,2
83706,FERMT3,-1.522173568,-1.507413558,-1.562353206,-1.571525228,2
2242,FES,-1.841315006,-2.050525027,-1.58108111,-2.223118961,2
26998,FETUB,0.674302956,1.045745412,1.555022895,2.152942639,1
9638,FEZ1,-1.17480609,-1.159526277,-0.686477719,-0.669545316,2
9637,FEZ2,-0.340876485,0.526295908,0.511136996,0.514900264,1
389549,FEZF1,0.276319852,0.294769852,0.246566756,-1.124079847,1
2864,FFAR1,-1.25581447,-1.275244778,-1.388865588,-0.021957645,2
2867,FFAR2,-0.033712001,-0.013509494,0.855843996,-0.820312303,1
338557,FFAR4,-0.061876922,-0.041987961,-0.0872825,0.085054621,1
2243,FGA,1.518444138,1.540063358,1.651114138,2.044952543,1
2244,FGB,-0.456478678,0.396813578,0.393019137,-0.216862156,1
221472,FGD2,-0.087277102,-1.735010565,-1.402714892,1.235473997,2
89846,FGD3,-1.031448041,-0.396190311,-0.408182927,-2.155394112,2
121512,FGD4,-0.460379539,0.39165744,-0.459022124,1.108258306,2
152273,FGD5,-0.22125522,-0.91488924,-0.741206408,0.499113528,2
55785,FGD6,0.252208405,0.267946777,-0.086367222,1.219946537,1
2246,FGF1,-0.628337736,-0.61052552,-0.622192385,0.194120445,2
2255,FGF10,0.193478807,0.206760943,0.196750081,0.179237796,1
2256,FGF11,-0.014563067,-0.009209726,0.018340812,0.05106467,1
2257,FGF12,0.495193412,0.516523249,0.518860123,0.494165106,1
2259,FGF14,0.243475309,0.255537491,0.225834365,0.243806464,1
8822,FGF17,-0.536259134,-0.517989851,-0.563606497,-1.844789575,2
8817,FGF18,-0.733712581,-0.713749515,-0.750876454,-0.623316139,2
9965,FGF19,-0.144946365,-0.137169675,0.037447728,1.562417111,1
26281,FGF20,0.737526973,0.751818191,0.733288512,0.611830329,1
26291,FGF21,-0.701793127,-0.732054872,-0.835589599,-0.238374633,2
8074,FGF23,0.814456305,0.830658961,0.789633591,0.466123997,1
2248,FGF3,-0.823852103,-0.834532657,-0.330682811,0.730792196,2
2249,FGF4,-0.320883939,-0.319045646,-0.273063006,-0.839306928,2
2250,FGF5,0.525376805,0.546401239,0.584576195,0.527927949,1
2251,FGF6,-1.077240944,-1.08677935,-1.46231291,0.173082781,2
2252,FGF7,-0.003931935,-0.01214125,-0.028783209,-0.048261157,1
2253,FGF8,-0.378227912,-0.364501735,-0.400397447,-1.697522667,2
2254,FGF9,0.552290473,0.573617174,0.572896851,0.554438281,1
9982,FGFBP1,1.601500631,1.969058436,1.610973949,-2.064409487,1
83888,FGFBP2,-1.151775836,-0.806438714,-0.865737732,0.940906472,2
2260,FGFR1,-1.100369455,-1.081100164,-1.748921078,0.198721957,2
11116,FGFR1OP,0.427695158,0.44892639,0.426094139,1.343100726,1
26127,FGFR1OP2,0.257129979,0.272478434,0.264732995,0.28952681,1
2263,FGFR2,-0.380756166,0.452173907,0.509375616,-1.526341528,1
2266,FGG,-1.835877389,-0.990189333,-1.80892803,0.577645277,2
55277,FGGY,1.548919362,2.4068059,2.43707626,-0.984328394,1
2267,FGL1,1.439909062,1.454089021,1.082819574,1.60762324,1
10875,FGL2,-0.553115359,-0.538716314,-0.548685877,-0.54113577,2
2268,FGR,-1.443173961,-1.769428379,-1.812895811,-0.917167453,2
2271,FH,1.313180475,1.334826126,1.342570973,-0.28727632,1
2272,FHIT,0.693000696,0.713061062,0.708606478,-0.092862832,1
2275,FHL3,-1.54331074,-1.266597311,-1.279310433,-0.422174399,2
9457,FHL5,-1.246976111,-0.407656034,-0.788518051,1.224297282,2
29109,FHOD1,0.776632218,1.692420966,1.462573157,-0.460380506,1
80206,FHOD3,-0.551340136,-0.937505954,0.232611098,0.153686099,2
84929,FIBCD1,-1.597824081,-1.605894801,-1.18929716,-0.655342167,2
387758,FIBIN,-0.254319376,-0.233927593,-0.244399033,-0.219823517,2
9158,FIBP,-0.000512231,-1.308498971,0.008678687,-1.351482025,2
11153,FICD,-1.030447828,-1.01077024,-1.030835733,-1.485062484,2
9896,FIG4,1.143544297,0.302962244,0.364565088,-1.155169053,1
344018,FIGLA,1.48254735,1.495333065,1.482116616,0.788877743,1
55137,FIGN,-0.942409222,-0.925655312,-0.978864743,-0.146201669,2
63979,FIGNL1,-0.218929094,-0.198580747,-1.072273571,1.048970492,2
27145,FILIP1,0.301448381,0.319754777,0.318664873,-0.411786239,1
11259,FILIP1L,-0.483974629,-1.303951088,-1.411402365,1.678727808,2
51024,FIS1,-0.086857067,-0.066714875,-0.134314689,-0.069309472,1
161247,FITM1,1.596518008,1.600629262,0.135870784,0.29351396,1
128486,FITM2,-1.051016927,-0.208649182,-0.215936747,-0.229914641,2
84922,FIZ1,-1.171777693,-2.069776751,-0.806172704,-1.951039058,2
60681,FKBP10,1.425705673,1.443180788,1.50935796,-0.421936116,1
51303,FKBP11,0.818117408,0.835632619,0.803681157,0.777406839,1
55033,FKBP14,0.128019373,0.137169898,0.122439474,0.13063337,1
23307,FKBP15,0.788203992,0.807481296,0.801726453,0.784973203,1
2281,FKBP1B,0.32977754,0.350823828,0.349620445,0.274394318,1
2286,FKBP2,1.077951998,1.081732261,1.072092038,0.154057547,1
2287,FKBP3,0.237520858,0.253361895,0.260898768,0.270900183,1
2288,FKBP4,-0.400503389,-0.384771556,-0.405844417,2.129546105,2
2289,FKBP5,0.440359673,0.458262269,0.449822932,0.426109488,1
8468,FKBP6,0.688570867,0.709439126,0.716435664,1.423340354,1
51661,FKBP7,0.124111289,0.134733978,0.112383777,0.16493489,1
23770,FKBP8,-0.726441918,-0.723950032,-0.797843964,-0.758636907,2
63943,FKBPL,0.875636882,0.877353472,0.83935001,0.841186758,1
79147,FKRP,-0.978730283,-1.011379223,-0.446900442,0.458224694,2
2218,FKTN,-0.697276161,-0.695064863,-0.728065633,0.582831445,2
80308,FLAD1,1.067505673,1.07993046,1.082572673,0.033299989,1
2313,FLI1,0.128575716,0.136385317,0.186822625,-0.779010207,1
2314,FLII,-3.108585728,-2.980697157,-3.052860114,-0.187117093,2
2317,FLNB,-1.092236012,-0.978975235,-1.063019514,-0.987973123,2
2318,FLNC,-2.862332166,-2.809038525,-2.788765812,-3.463004317,2
10211,FLOT1,0.428359156,0.447139523,0.446274004,0.436919662,1
2319,FLOT2,0.302183855,0.321510297,0.318315646,-1.608862442,1
23769,FLRT1,-3.462455787,-3.447632723,-3.632239535,-3.130670496,2
23767,FLRT3,0.338398468,0.335760338,0.365941235,-1.324926342,1
2321,FLT1,0.161717033,-0.09205533,0.5205095,0.234421368,1
2322,FLT3,0.265886155,0.280291732,0.211237213,2.300295493,1
2324,FLT4,-1.032793311,-1.09431192,-1.092032431,-1.539703954,2
28982,FLVCR1,1.29626606,2.151788298,1.954167839,-0.292798791,1
84256,FLYWCH1,-2.07075333,-1.439889758,-0.785584822,0.566469299,2
114984,FLYWCH2,0.531866417,0.507783075,0.530178427,0.399062332,1
114793,FMNL2,-1.540073108,-1.250468135,-1.291954582,0.344166089,2
2326,FMO1,-0.984113342,-0.479057148,1.201399324,1.68780917,1
2327,FMO2,-0.522432969,0.329462981,0.688104376,-0.524398848,1
2329,FMO4,-0.201290564,-0.185775894,-0.195462733,1.066080229,2
2331,FMOD,-0.277596126,-0.257386054,-0.259411772,-1.6034192,2
2335,FN1,-0.533340405,-1.188614558,-1.233375948,-1.340833821,2
64122,FN3K,-0.548811383,0.803206539,-0.071024137,-0.096746439,1
79672,FN3KRP,1.12041043,1.161689245,1.118217388,0.28476483,1
23048,FNBP1,1.276467801,1.294224237,0.457004331,-1.058620141,1
54874,FNBP1L,0.254965887,0.272225616,0.279677892,0.223506439,1
23360,FNBP4,-0.65104316,-0.6383227,-1.102484581,-0.635897018,2
84624,FNDC1,0.600243278,0.649019558,0.393047626,1.433448671,1
22862,FNDC3A,0.309096233,0.330182427,1.159081554,0.292718392,1
64838,FNDC4,0.606679787,0.615141737,0.623172062,0.603683836,1
163479,FNDC7,0.332355564,-0.135284723,-0.074165085,1.168901794,2
54752,FNDC8,0.20084647,0.217248271,1.079646006,0.17614131,1
408263,FNDC9,0.996559815,1.016200893,1.017781588,-0.613475439,1
57600,FNIP2,1.408259446,1.209760787,1.440757732,-0.459523261,1
54914,FOCAD,0.979392453,0.840195389,0.451876668,-0.458130135,1
2350,FOLR2,0.140748595,0.160792183,0.154669975,-1.245431619,1
2353,FOS,0.491896224,0.527726843,0.514263861,-0.833406934,1
8061,FOSL1,0.382335008,0.350288071,0.311262363,1.171081531,1
2355,FOSL2,-1.121300412,-1.11734188,-0.67453141,0.134913781,2
3171,FOXA3,-1.700023934,-1.702956935,-1.824115342,-0.485631525,2
27023,FOXB1,-0.617269756,-0.610502224,-0.797050681,-0.695717503,2
442425,FOXB2,0.848371493,0.819637115,0.468675417,-1.012026896,1
8928,FOXH1,0.073634066,0.047598147,0.008538247,0.321518953,1
2299,FOXI1,0.117035767,0.475725859,0.340896655,0.564683017,1
2302,FOXJ1,-0.248893376,-0.266758818,-0.461528968,-1.978653933,2
22887,FOXJ3,-0.244922164,-0.224555328,-0.236304827,-0.664499166,2
3607,FOXK2,-0.599768635,-0.60511941,-0.666861185,-1.20450683,2
2300,FOXL1,0.372684333,0.344307512,0.94798263,0.290041001,1
8456,FOXN1,0.792698649,0.090615096,0.376343446,1.935136239,1
3344,FOXN2,-0.615961674,-1.084755391,-1.10988076,0.239080468,2
1112,FOXN3,0.343519732,0.363972809,0.338957394,-0.952831714,1
121643,FOXN4,0.395425505,-0.435174839,-0.485198437,-0.516466553,2
2308,FOXO1,0.642703674,0.644287175,0.642817599,-1.12312301,1
27086,FOXP1,0.809945054,0.831370201,0.83661797,-0.052430078,1
93986,FOXP2,0.683987562,-0.12920852,0.704399594,-0.682083797,1
116113,FOXP4,-1.716082288,-1.931067388,-2.0235294,-0.635321662,2
283150,FOXR1,-0.274359828,0.572145271,0.551431364,0.544460845,1
55572,FOXRED1,0.572951997,0.590273606,0.586555878,0.481540313,1
80020,FOXRED2,-0.722727984,-2.025813181,-2.060126287,0.469229879,2
2356,FPGS,0.516451628,0.172218757,-0.324275765,-1.702029104,1
118924,FRA10AC1,-1.189815981,-1.192150245,-0.447973544,-0.404646848,2
80144,FRAS1,0.943005711,0.89230152,0.987349801,0.417890113,1
341640,FREM2,0.701002913,0.805831915,0.901658651,-0.272366057,1
166752,FREM3,0.6645533,0.500167197,0.689859947,0.936197044,1
2444,FRK,0.416237977,0.434035554,0.407968209,1.151158802,1
79981,FRMD1,-0.012217016,0.266035543,0.455281472,0.776632801,1
257019,FRMD3,0.302525753,0.319338414,0.318525016,0.299196561,1
55691,FRMD4A,-0.519629456,0.331872171,0.355713082,-2.031853737,1
23150,FRMD4B,2.123421537,1.798751365,1.326639671,-0.444678384,1
84978,FRMD5,0.512929371,0.534131607,0.525575036,0.467644485,1
122786,FRMD6,-0.637990052,0.239202992,0.223340705,0.090453578,1
391059,FRRS1,-0.532293755,-0.516617995,-0.546868535,-0.194355899,2
10818,FRS2,-0.479650109,-0.952342972,-0.987354879,0.307284406,2
10817,FRS3,-0.500397256,-0.505631279,-0.568988634,-1.582644802,2
10129,FRY,-1.418517889,-1.054549398,-1.516448454,-2.661501077,2
285527,FRYL,-0.574427489,-0.74328238,-0.574795819,-0.628728715,2
2487,FRZB,0.398561131,0.419118085,0.424802806,-0.939183183,1
25794,FSCN2,-0.996114936,-0.656789697,-0.255760238,-0.358598756,2
29999,FSCN3,1.171669685,1.192172032,0.421225544,0.31137058,1
83856,FSD1L,0.026849103,0.06032703,0.085432048,0.042786279,1
123722,FSD2,0.803153277,0.33512072,0.425533132,1.274051284,1
2488,FSHB,-0.696249723,0.176147949,0.156277414,-0.66581536,1
161835,FSIP1,0.052656024,0.077129823,0.060622455,1.454260579,1
10468,FST,-0.50783547,-0.488059246,-0.507635117,-1.448091141,2
11167,FSTL1,-0.373306804,-0.359180851,-0.386932481,-0.382980697,2
23105,FSTL4,-0.229440075,0.009118716,-0.233023001,-1.700323745,1
56884,FSTL5,-1.074874895,-1.409119551,-1.093791806,0.819299243,2
10841,FTCD,-1.37357639,-1.988397811,-1.486064027,0.792083089,2
94033,FTMT,1.343828878,1.363631776,0.919010578,0.786863132,1
79068,FTO,-1.250509147,-1.510648899,-1.276596017,0.995719007,2
29960,FTSJ2,0.598451618,0.612767725,0.584987655,1.419852082,1
117246,FTSJ3,-0.205982373,-0.193108371,-0.202759361,1.03262505,2
8880,FUBP1,0.536314938,0.530377003,0.52439756,0.490367033,1
8939,FUBP3,0.767050445,0.779620993,0.74121917,0.732531118,1
2517,FUCA1,1.270506348,1.292291695,1.323293102,1.37734698,1
197258,FUK,-0.20618823,0.127607965,0.624119279,-0.508664486,1
5045,FURIN,-1.724911551,-1.449016816,-1.505865028,-0.611644102,2
2523,FUT1,1.134672026,1.145339853,1.122126734,1.5702978,1
84750,FUT10,0.31021161,-1.001217486,0.370527347,1.738720996,1
170384,FUT11,-1.022730911,-1.015503202,-0.460662323,0.873531878,2
2524,FUT2,-1.071644653,-0.567803504,-1.096046887,-0.858927468,2
2526,FUT4,-0.998170484,-1.528969402,-2.077736349,-0.79402361,2
2530,FUT8,0.441880629,0.462569066,0.464230639,-0.513934494,1
10690,FUT9,-0.850253488,-0.85060255,-0.886313216,-2.01582766,2
80199,FUZ,-0.39687571,-0.392608831,-0.398922464,0.421793696,2
9513,FXR2,0.74272254,0.760483489,0.688694493,0.721477596,1
53828,FXYD4,0.60589499,1.466483678,0.594910903,0.61352768,1
79443,FYCO1,-0.250216878,-0.083069178,-1.002480576,1.39358081,2
2534,FYN,-0.319695903,-0.299302668,-0.31565205,-0.389831724,2
84248,FYTTD1,0.51141294,0.532637616,0.523067096,-0.821845847,1
11211,FZD10,-2.561321199,-2.54373338,-2.596108465,-2.982728395,2
7976,FZD3,-0.50365387,-0.485003804,-1.004751951,-1.009816611,2
8322,FZD4,0.41146593,1.266468922,0.426421202,0.342490657,1
7855,FZD5,-0.820701105,-0.812584253,-0.995764427,-0.976840042,2
8323,FZD6,0.678142762,0.69786093,0.165775311,0.257939479,1
8324,FZD7,-2.124741447,-2.11400139,-2.158442555,-1.463962816,2
8326,FZD9,-0.559623385,-0.556456724,-0.61112701,-2.435417234,2
50486,G0S2,-0.410389306,-0.403798023,-0.452104381,-0.509031471,2
55632,G2E3,0.452602581,0.460125526,0.434192652,-0.397810027,1
10146,G3BP1,-0.046966787,-0.032704933,-0.074328302,0.709742,2
9908,G3BP2,0.366964833,0.382430216,0.382640021,-0.450859626,1
2538,G6PC,-0.622672806,-0.60510427,-1.126739095,-0.702636481,2
57818,G6PC2,0.786946761,0.801487752,0.304301459,0.263273635,1
92579,G6PC3,0.448073711,0.463510408,0.407720528,1.166738966,1
2548,GAA,-0.523920072,-0.085273306,-0.207879942,-1.146828159,2
2549,GAB1,-0.380009737,0.47440177,0.488909996,-0.064482674,1
9846,GAB2,-1.510296547,-1.496157612,-1.194082106,-1.324386158,2
11345,GABARAPL2,0.011174842,0.011835888,-0.010180495,0.01237649,1
2553,GABPB1,-0.380738365,-0.361325893,-0.378456061,0.440040226,2
126626,GABPB2,1.623422531,0.862027139,0.870009788,-0.612904745,1
2554,GABRA1,-0.438775327,-0.420746359,-0.426640082,-1.762566348,2
2555,GABRA2,-1.853302086,-1.846209857,-1.901160936,-1.225226713,2
2557,GABRA4,-0.483018898,-0.465599655,-0.473032816,-1.58446087,2
2559,GABRA6,-1.415069841,-0.566141579,-0.596761286,-1.214595673,2
2560,GABRB1,0.317459265,0.329568385,0.340798911,0.317885778,1
2562,GABRB3,-0.578401487,-0.562236055,-0.581978699,-1.413005919,2
2563,GABRD,-2.559914483,-2.543105906,-2.592059234,-3.566342035,2
2565,GABRG1,-0.125809179,-1.452553639,-0.084639699,-0.06537405,2
2568,GABRP,-1.966034035,-1.961069549,-2.018238727,-1.884913265,2
2569,GABRR1,0.035519193,0.057593309,0.901484581,-0.483388221,1
2570,GABRR2,-1.455641756,-0.954135864,-1.020750548,-1.044626019,2
2571,GAD1,-1.591536058,-1.574030997,-1.617655462,1.669693482,2
2572,GAD2,-1.255221858,-1.50641623,-1.221136519,-1.485888551,2
1647,GADD45A,0.291858284,0.310236455,0.355984776,0.292908463,1
4616,GADD45B,-0.359130115,-0.340573874,-1.200495092,-0.366707911,2
10912,GADD45G,0.053323606,0.065595571,0.04596369,-0.037908162,1
90480,GADD45GIP1,0.008114373,-0.020013251,-0.153835823,1.520583895,1
339896,GADL1,-0.439870011,-0.421885953,-0.449056268,-0.553557537,2
2580,GAK,-2.825957059,-2.633668071,-2.316231011,-1.159694003,2
51083,GAL,0.235739455,0.243232875,0.278269403,-1.078362474,1
9514,GAL3ST1,-1.820790835,-0.974762093,-1.84527595,-1.908252533,2
89792,GAL3ST3,-1.169982695,-1.17800218,-2.163883486,1.054170436,2
2581,GALC,-1.719709602,-0.867692737,-0.419600932,-1.095674364,2
2582,GALE,-0.596785382,-0.578821714,-1.099162455,0.215357692,2
2584,GALK1,0.308477583,0.297977937,0.295739733,0.273203016,1
2585,GALK2,-0.762871424,-0.74290448,-0.779810868,0.504243233,2
130589,GALM,1.463489778,0.650029558,0.651981516,-0.690027413,1
2588,GALNS,-0.346120225,-0.252907374,0.020391239,-1.95407759,1
2589,GALNT1,-0.609997166,-0.594699869,-0.598703011,0.241218966,2
55568,GALNT10,-1.641272123,-1.351882804,-1.655320679,1.156078771,2
63917,GALNT11,1.372534841,1.394771444,0.545969932,-0.21337822,1
114805,GALNT13,0.167351658,0.181461431,0.14669631,0.136793341,1
117248,GALNT15,0.388055367,0.899713005,0.88250229,-1.487927592,1
57452,GALNT16,-1.850715953,-1.819968485,-0.696357367,-1.19745531,2
374378,GALNT18,-1.3999996,-1.380781912,-1.409828461,-0.048638893,2
2590,GALNT2,0.434885866,0.455533311,0.46596108,-0.424579073,1
2591,GALNT3,-0.77544377,-0.761105252,-0.789678219,-0.621085901,2
11227,GALNT5,1.270055688,1.289923414,1.30169093,1.228097547,1
11226,GALNT6,-1.229457218,-1.210189517,-1.205226131,0.481780864,2
51809,GALNT7,-0.468949046,0.382667867,-0.471305006,-1.089170024,2
442117,GALNTL6,-0.398310163,-0.378820081,-0.411914274,-0.393296183,2
85569,GALP,1.113572048,1.122422942,1.090685564,0.837680855,1
2587,GALR1,-1.607266571,-1.104397535,-1.148879056,-0.354152424,2
8811,GALR2,0.793456918,0.792852389,-0.118658573,-0.453194741,1
2592,GALT,0.660835585,-0.165199956,0.633101055,-0.655150867,1
2593,GAMT,1.123471683,1.127862586,-0.547823523,1.144656071,1
8139,GAN,-1.178527353,-1.159286786,-1.412145983,-0.818802579,2
23193,GANAB,-0.321095506,-1.137621787,-0.239604662,0.540326635,2
2595,GANC,-0.144153149,0.221364125,0.743199217,-0.183790617,1
2596,GAP43,-0.166770259,-0.167265018,0.274690051,-0.242793275,1
26330,GAPDHS,-0.366959507,-0.619700515,-0.415498033,1.784394459,2
202309,GAPT,0.995678711,1.013056925,1.059252792,0.201885997,1
54433,GAR1,0.381158961,1.211701734,0.952598148,1.788624352,1
64762,GAREM,1.230873685,0.98217932,1.987417134,-0.343157621,1
84253,GARNL3,-1.615837905,-1.596891104,-1.646427643,-0.282414462,2
2617,GARS,0.225310475,0.246195948,-0.257752757,0.598818487,2
2618,GART,0.591990763,0.6113709,0.667599905,0.615865634,1
2620,GAS2,0.459229773,0.479491401,0.477396367,-0.375168722,1
10634,GAS2L1,0.355869626,0.31454047,-0.602598969,1.052022977,2
246176,GAS2L2,1.762029709,1.250543581,2.046485507,0.449477669,1
283431,GAS2L3,-1.600451278,-1.577368229,-1.615701371,1.126371883,2
2621,GAS6,-1.074793988,-1.063281323,-1.186948512,-0.294338401,2
8522,GAS7,-1.126579771,-0.606806232,0.214180815,0.179574678,2
2622,GAS8,0.461851229,0.964967918,0.992660489,-0.199915656,1
2520,GAST,0.884872944,0.87752638,0.807871893,0.818713227,1
2624,GATA2,-1.022503544,-1.379100398,-1.529322785,0.27197177,2
2625,GATA3,-2.123804581,-2.115786235,-2.110733116,-1.099832983,2
140628,GATA5,-1.757027141,-2.297258421,-1.939431971,-0.999028901,2
57798,GATAD1,0.706103668,0.723760535,0.721671202,0.707459727,1
54815,GATAD2A,0.075389493,-0.187325614,-0.728664194,-1.058331577,2
57459,GATAD2B,-1.177811578,-1.378738723,-1.203944676,-0.075362854,2
2628,GATM,1.370675641,0.559204354,0.572503991,-0.2944334,1
57704,GBA2,1.038736988,1.055675021,1.04571746,0.587719282,1
2631,GBAS,0.533536745,0.554848834,0.572000734,-0.322639379,1
2632,GBE1,-1.025675762,-0.520646479,-0.537841323,-0.173991087,2
8729,GBF1,-0.680180382,-0.50069996,-0.337955802,1.203491999,2
26301,GBGT1,-0.042252576,-0.854203432,-0.083218235,0.607111409,2
2635,GBP3,2.015312712,2.032423843,2.010623814,1.813521355,1
115361,GBP4,-0.041764834,-0.856926138,-0.030592712,-0.356893438,2
115362,GBP5,2.701848143,2.722588441,2.756104393,0.932712443,1
2636,GBX1,0.528104219,0.489053176,0.429173651,0.505987325,1
2637,GBX2,-0.152628828,-0.156147885,-0.097002619,-0.157733177,1
2638,GC,0.446208349,0.450921883,0.454411978,-1.270626639,1
25801,GCA,0.317879397,0.338574071,0.348155795,1.121489059,1
23464,GCAT,-1.262634652,-1.259784978,-1.594969401,1.612944171,2
79571,GCC1,-1.59519222,-1.362784585,-1.638002092,1.699036147,2
